,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
0,0.0,0.0,2.0
1,0.0,0.001953125,1.0
2,0.0,0.00390625,0.99
3,0.0,0.009765625,0.98
4,0.0,0.017578125,0.96
5,0.0,0.021484375,0.945
6,0.0,0.02734375,0.94
7,0.0,0.029296875,0.925
8,0.0,0.041015625,0.905
9,0.0,0.04296875,0.895
10,0.0,0.0546875,0.875
11,0.0,0.05859375,0.865
12,0.0,0.064453125,0.86
13,0.0,0.068359375,0.855
14,0.0,0.076171875,0.8397285645387068
15,0.0,0.087890625,0.83
16,0.0,0.08984375,0.825
17,0.0,0.09375,0.82
18,0.0,0.095703125,0.815
19,0.0,0.103515625,0.805
20,0.0,0.109375,0.8
21,0.0,0.1171875,0.79
22,0.0,0.12109375,0.78
23,0.0,0.126953125,0.775
24,0.0,0.12890625,0.77
25,0.0,0.13671875,0.765
26,0.0,0.146484375,0.76
27,0.0,0.1484375,0.7544850824537522
28,0.0,0.16015625,0.745
29,0.0,0.162109375,0.74
30,0.0,0.16796875,0.735
31,0.0,0.171875,0.73
32,0.0,0.1796875,0.725
33,0.00019821605550049553,0.1875,0.72
34,0.00019821605550049553,0.189453125,0.715
35,0.00019821605550049553,0.1953125,0.71
36,0.00019821605550049553,0.19921875,0.705
37,0.00019821605550049553,0.201171875,0.7
38,0.00019821605550049553,0.212890625,0.695
39,0.00039643211100099106,0.21484375,0.69
40,0.00039643211100099106,0.220703125,0.685
41,0.00039643211100099106,0.224609375,0.68
42,0.00039643211100099106,0.2265625,0.675
43,0.00039643211100099106,0.244140625,0.67
44,0.00039643211100099106,0.25,0.665
45,0.00039643211100099106,0.25390625,0.66
46,0.00039643211100099106,0.255859375,0.655
47,0.00039643211100099106,0.26171875,0.65
48,0.0005946481665014867,0.26953125,0.645
49,0.0005946481665014867,0.275390625,0.64
50,0.0005946481665014867,0.27734375,0.6398157081359966
51,0.0007928642220019821,0.28515625,0.635
52,0.0009910802775024777,0.2890625,0.63
53,0.0009910802775024777,0.306640625,0.625
54,0.0009910802775024777,0.314453125,0.61
55,0.0009910802775024777,0.328125,0.605
56,0.0009910802775024777,0.33203125,0.6
57,0.0011892963330029733,0.337890625,0.595
58,0.0011892963330029733,0.341796875,0.59
59,0.0013875123885034688,0.345703125,0.585
60,0.0015857284440039642,0.34765625,0.58
61,0.0015857284440039642,0.349609375,0.5794850824537522
62,0.0015857284440039642,0.357421875,0.575
63,0.0015857284440039642,0.359375,0.57
64,0.0015857284440039642,0.36328125,0.565
65,0.0019821605550049554,0.369140625,0.56
66,0.0019821605550049554,0.373046875,0.555
67,0.0019821605550049554,0.37890625,0.55
68,0.002180376610505451,0.380859375,0.545
69,0.002180376610505451,0.3828125,0.54
70,0.0023785926660059467,0.388671875,0.535
71,0.002576808721506442,0.40234375,0.53
72,0.0033696729435084244,0.408203125,0.525
73,0.0033696729435084244,0.412109375,0.52
74,0.0033696729435084244,0.419921875,0.515
75,0.00356788899900892,0.423828125,0.51
76,0.003964321110009911,0.427734375,0.505
77,0.003964321110009911,0.431640625,0.5
78,0.0045589692765113975,0.435546875,0.495
79,0.0045589692765113975,0.44140625,0.49
