,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
0,0.0,0.0,1.9849999999999999
1,0.0,0.00390625,0.985
2,0.0,0.013671875,0.945
3,0.0,0.017578125,0.935
4,0.0,0.0234375,0.93
5,0.0,0.025390625,0.915
6,0.0,0.033203125,0.905
7,0.0,0.0390625,0.9
8,0.0,0.046875,0.895
9,0.0,0.052734375,0.89
10,0.0,0.056640625,0.88
11,0.0,0.0625,0.875
12,0.0,0.064453125,0.87
13,0.0,0.0703125,0.865
14,0.0,0.07421875,0.855
15,0.0,0.0859375,0.845
16,0.00039785160135269546,0.09375,0.835
17,0.00039785160135269546,0.099609375,0.83
18,0.00039785160135269546,0.111328125,0.815
19,0.00039785160135269546,0.119140625,0.81
20,0.00039785160135269546,0.126953125,0.795
21,0.00039785160135269546,0.134765625,0.79
22,0.00039785160135269546,0.138671875,0.785
23,0.00039785160135269546,0.146484375,0.765
24,0.00039785160135269546,0.154296875,0.76
25,0.00039785160135269546,0.171875,0.745
26,0.00039785160135269546,0.1796875,0.735
27,0.00039785160135269546,0.189453125,0.73
28,0.0005967774020290431,0.201171875,0.725
29,0.0005967774020290431,0.205078125,0.72
30,0.0007957032027053909,0.212890625,0.715
31,0.0007957032027053909,0.228515625,0.71
32,0.0007957032027053909,0.232421875,0.695
33,0.0007957032027053909,0.236328125,0.69
34,0.0007957032027053909,0.248046875,0.685
35,0.0007957032027053909,0.25390625,0.68
36,0.0007957032027053909,0.255859375,0.675
37,0.0007957032027053909,0.26953125,0.67
38,0.0007957032027053909,0.279296875,0.665
39,0.0009946290033817386,0.291015625,0.655
40,0.0009946290033817386,0.296875,0.65
41,0.0009946290033817386,0.298828125,0.645
42,0.0009946290033817386,0.3046875,0.64
43,0.0009946290033817386,0.3125,0.635
44,0.0009946290033817386,0.318359375,0.63
45,0.0009946290033817386,0.322265625,0.625
46,0.0009946290033817386,0.32421875,0.62
47,0.0011935548040580863,0.330078125,0.615
48,0.0011935548040580863,0.3359375,0.595
49,0.0011935548040580863,0.33984375,0.59
50,0.0011935548040580863,0.341796875,0.585
51,0.0011935548040580863,0.345703125,0.58
52,0.0013924806047344342,0.349609375,0.575
53,0.0013924806047344342,0.353515625,0.57
54,0.0015914064054107818,0.361328125,0.565
55,0.001989258006763477,0.369140625,0.555
56,0.001989258006763477,0.376953125,0.55
57,0.0023871096081161725,0.388671875,0.545
58,0.002983887010145216,0.390625,0.54
59,0.002983887010145216,0.3984375,0.53
60,0.0031828128108215637,0.40234375,0.525
61,0.003580664412174259,0.40625,0.52
62,0.0037795902128506067,0.412109375,0.515
63,0.0037795902128506067,0.416015625,0.51
64,0.0037795902128506067,0.419921875,0.5
65,0.003978516013526954,0.4296875,0.495
66,0.004774219216232345,0.44140625,0.48
67,0.004774219216232345,0.443359375,0.475
68,0.004973145016908693,0.4453125,0.47
69,0.0053709966182613885,0.45703125,0.465
70,0.0053709966182613885,0.458984375,0.4637214649822695
71,0.005569922418937737,0.46484375,0.46
72,0.005569922418937737,0.470703125,0.455
73,0.005967774020290432,0.48046875,0.45
74,0.005967774020290432,0.484375,0.445
75,0.005967774020290432,0.5,0.44
76,0.006365625621643127,0.5,0.435
77,0.007161328824348518,0.51171875,0.43
78,0.007559180425701213,0.51953125,0.425
79,0.007957032027053909,0.5234375,0.42
80,0.008354883628406605,0.53125,0.415
81,0.008553809429082952,0.5390625,0.41
82,0.008951661030435647,0.55078125,0.405
83,0.009349512631788343,0.5546875,0.4
84,0.00954843843246469,0.560546875,0.395
85,0.00954843843246469,0.564453125,0.39
86,0.009946290033817386,0.568359375,0.385
87,0.01054306743584643,0.57421875,0.38
88,0.010741993236522777,0.583984375,0.375
89,0.01133877063855182,0.59375,0.37
90,0.011736622239904515,0.599609375,0.365
91,0.012333399641933558,0.607421875,0.36
