,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
93,0.017722023098367186,0.59765625,0.365
94,0.018717642373556352,0.60546875,0.36
95,0.019514137793707687,0.611328125,0.355
96,0.020509757068896853,0.611328125,0.35
97,0.022301871764237355,0.6171875,0.345
98,0.022700119474313024,0.619140625,0.34
99,0.023894862604540025,0.623046875,0.335
100,0.02489048187972919,0.62890625,0.33
101,0.026284348864994027,0.634765625,0.325
102,0.026682596575069693,0.63671875,0.32
103,0.028275587415372363,0.642578125,0.315
104,0.030665073675826365,0.646484375,0.31
105,0.03185981680605336,0.654296875,0.305
106,0.0326563122262047,0.66015625,0.3
107,0.03484667463162087,0.66796875,0.295
108,0.0380326563122262,0.6796875,0.285
109,0.03922739944245321,0.68359375,0.28
110,0.04121863799283154,0.689453125,0.275
111,0.04380724810832338,0.6953125,0.27
112,0.04619673436877738,0.7109375,0.265
113,0.04838709677419355,0.720703125,0.26
114,0.052170450019912384,0.734375,0.255
115,0.054958183990442055,0.75,0.25
116,0.05774591796097173,0.755859375,0.245
117,0.06053365193150139,0.759765625,0.24
118,0.0641178813221824,0.76953125,0.235
119,0.06790123456790123,0.7734375,0.23
120,0.07088809239346874,0.775390625,0.225
121,0.07526881720430108,0.78125,0.22
122,0.07865392273994425,0.787109375,0.215
123,0.08124253285543608,0.791015625,0.21
124,0.08562325766626842,0.802734375,0.205
125,0.0884109916367981,0.8125,0.2
126,0.09159697331740342,0.818359375,0.195
127,0.09717244125846276,0.8203125,0.19
128,0.10195141377937077,0.8203125,0.185
129,0.10772600557546794,0.822265625,0.18
130,0.11210673038630029,0.830078125,0.175
131,0.11708482676224612,0.8359375,0.17
132,0.12285941855834329,0.841796875,0.165
133,0.12982875348466746,0.845703125,0.16
134,0.1365989645559538,0.849609375,0.155
135,0.1419753086419753,0.853515625,0.15
136,0.14794902429311033,0.86328125,0.145
137,0.15352449223416964,0.8671875,0.14
138,0.160294703305456,0.873046875,0.135
139,0.16726403823178015,0.8828125,0.13
140,0.1764237355635205,0.884765625,0.125
141,0.18339307048984468,0.884765625,0.12
142,0.19255276782158504,0.890625,0.115
143,0.20151334129828755,0.90625,0.11
144,0.21405814416567104,0.908203125,0.105
145,0.21425726802070888,0.908203125,0.10277226314154021
146,0.22540820390282756,0.9140625,0.1
147,0.23835125448028674,0.921875,0.095
148,0.2532855436081243,0.9296875,0.09
149,0.26762246117084826,0.93359375,0.085
150,0.2678215850258861,0.93359375,0.08430316836532802
151,0.28594185583432896,0.94140625,0.08
152,0.30246913580246915,0.94921875,0.075
153,0.302668259657507,0.94921875,0.0744868002579899
154,0.3201911589008363,0.95703125,0.07
155,0.32039028275587417,0.95703125,0.06802578936804055
156,0.34109916367980886,0.958984375,0.065
157,0.3412982875348467,0.958984375,0.0637986626255604
158,0.364794902429311,0.96875,0.06
159,0.3876941457586619,0.98046875,0.055
160,0.38789326961369974,0.98046875,0.05406914357174553
161,0.4173636001592991,0.982421875,0.05
162,0.449820788530466,0.986328125,0.045
163,0.45001991238550376,0.986328125,0.04348409731288366
164,0.4854639585822382,0.98828125,0.04
165,0.5312624452409399,0.990234375,0.035
166,0.5760653126244524,0.990234375,0.03
167,0.6286340103544404,0.9921875,0.025
168,0.6288331342094783,0.9921875,0.024816368107338116
169,0.6957387495021904,0.994140625,0.02
170,0.7793707686180804,0.994140625,0.015
171,0.7795698924731183,0.994140625,0.014729519053814866
172,0.856431700517722,0.998046875,0.01
173,0.94026284348865,1.0,0.005
174,1.0,1.0,0.0
