,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
0,0.0,0.0,1.9849999999999999
1,0.0,0.00390625,0.985
2,0.0,0.0078125,0.955
3,0.0,0.015625,0.935
4,0.0,0.0234375,0.91
5,0.0,0.02734375,0.905
6,0.0,0.033203125,0.895
7,0.0,0.041015625,0.875
8,0.0,0.046875,0.87
9,0.0,0.048828125,0.86
10,0.0,0.0546875,0.855
11,0.0,0.0625,0.845
12,0.0,0.064453125,0.835
13,0.0,0.072265625,0.825
14,0.0,0.07421875,0.82
15,0.0,0.078125,0.815
16,0.0,0.080078125,0.81
17,0.00019912385503783353,0.083984375,0.805
18,0.00019912385503783353,0.087890625,0.8
19,0.00019912385503783353,0.095703125,0.795
20,0.00019912385503783353,0.099609375,0.79
21,0.00019912385503783353,0.1015625,0.785
22,0.00019912385503783353,0.10546875,0.78
23,0.00019912385503783353,0.109375,0.77
24,0.00019912385503783353,0.1171875,0.765
25,0.00019912385503783353,0.12109375,0.76
26,0.00019912385503783353,0.125,0.75
27,0.00019912385503783353,0.13671875,0.74
28,0.00019912385503783353,0.16796875,0.72
29,0.00019912385503783353,0.1796875,0.71
30,0.00019912385503783353,0.18359375,0.705
31,0.00019912385503783353,0.19140625,0.7
32,0.00019912385503783353,0.1953125,0.695
33,0.00019912385503783353,0.20703125,0.69
34,0.00019912385503783353,0.2109375,0.685
35,0.00019912385503783353,0.212890625,0.68
36,0.00019912385503783353,0.22265625,0.675
37,0.00019912385503783353,0.2265625,0.665
38,0.00019912385503783353,0.23046875,0.66
39,0.00019912385503783353,0.23828125,0.655
40,0.00019912385503783353,0.2421875,0.65
41,0.0005973715651135006,0.25,0.64
42,0.0005973715651135006,0.255859375,0.635
43,0.0005973715651135006,0.26953125,0.63
44,0.0009956192751891676,0.275390625,0.625
45,0.0011947431302270011,0.287109375,0.62
46,0.0011947431302270011,0.298828125,0.615
47,0.0013938669852648347,0.30078125,0.61
48,0.0013938669852648347,0.3046875,0.605
49,0.0013938669852648347,0.314453125,0.6
50,0.0017921146953405018,0.3203125,0.595
51,0.0017921146953405018,0.330078125,0.59
52,0.001991238550378335,0.341796875,0.585
53,0.001991238550378335,0.3515625,0.58
54,0.002190362405416169,0.357421875,0.575
55,0.002190362405416169,0.365234375,0.565
56,0.002190362405416169,0.369140625,0.555
57,0.0023894862604540022,0.373046875,0.55
58,0.002588610115491836,0.384765625,0.545
59,0.002588610115491836,0.388671875,0.54
60,0.0027877339705296694,0.396484375,0.535
61,0.0027877339705296694,0.3984375,0.53
62,0.0031859816806053365,0.40234375,0.525
63,0.0033851055356431702,0.404296875,0.52
64,0.003783353245718837,0.4140625,0.515
65,0.00398247710075667,0.41796875,0.51
66,0.004579848665870172,0.4296875,0.505
67,0.004579848665870172,0.43359375,0.5
68,0.005575467941059339,0.44140625,0.495
69,0.0057745917960971725,0.4453125,0.49
70,0.0057745917960971725,0.447265625,0.485
71,0.005973715651135006,0.455078125,0.48
72,0.0067702110712863405,0.470703125,0.475
73,0.006969334926324173,0.4765625,0.47
74,0.007765830346475508,0.484375,0.465
75,0.008164078056551175,0.48828125,0.46
76,0.008761449621664676,0.494140625,0.455
77,0.009557945041816009,0.501953125,0.45
78,0.010354440461967344,0.51171875,0.445
79,0.010752688172043012,0.51953125,0.44
80,0.011150935882118677,0.525390625,0.43
81,0.011150935882118677,0.52734375,0.425
82,0.011748307447232178,0.53125,0.42
83,0.011947431302270013,0.53515625,0.415
84,0.012345679012345678,0.5390625,0.41
85,0.012743926722421346,0.548828125,0.405
86,0.012743926722421346,0.5546875,0.4
87,0.013341298287534846,0.560546875,0.395
88,0.014735165272799682,0.5703125,0.39
89,0.015332536837913182,0.578125,0.385
90,0.01573078454798885,0.580078125,0.38
91,0.01632815611310235,0.5859375,0.375
92,0.017323775388291517,0.587890625,0.37
