,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
0,0.0,0.0,1.97
1,0.0,0.0078125,0.97
2,0.0,0.013671875,0.945
3,0.0,0.021484375,0.935
4,0.0,0.0234375,0.93
5,0.0,0.03125,0.92
6,0.0,0.03515625,0.905
7,0.0,0.0390625,0.9
8,0.0,0.041015625,0.895
9,0.00019972039145196724,0.04296875,0.89
10,0.00019972039145196724,0.052734375,0.885
11,0.00019972039145196724,0.064453125,0.865
12,0.00019972039145196724,0.07421875,0.85
13,0.00019972039145196724,0.080078125,0.845
14,0.00019972039145196724,0.087890625,0.84
15,0.00019972039145196724,0.09375,0.835
16,0.00019972039145196724,0.103515625,0.83
17,0.00019972039145196724,0.109375,0.825
18,0.00019972039145196724,0.1171875,0.815
19,0.00019972039145196724,0.123046875,0.81
20,0.00019972039145196724,0.138671875,0.8
21,0.00019972039145196724,0.140625,0.795
22,0.00019972039145196724,0.14453125,0.79
23,0.00019972039145196724,0.150390625,0.785
24,0.00019972039145196724,0.154296875,0.78
25,0.00019972039145196724,0.162109375,0.775
26,0.00019972039145196724,0.16796875,0.77
27,0.00019972039145196724,0.17578125,0.765
28,0.0003994407829039345,0.18359375,0.76
29,0.0003994407829039345,0.185546875,0.755
30,0.0003994407829039345,0.189453125,0.75
31,0.0003994407829039345,0.201171875,0.745
32,0.0003994407829039345,0.208984375,0.735
33,0.0003994407829039345,0.2109375,0.73
34,0.0003994407829039345,0.216796875,0.725
35,0.0003994407829039345,0.228515625,0.715
36,0.0003994407829039345,0.236328125,0.705
37,0.0003994407829039345,0.2421875,0.7
38,0.0003994407829039345,0.24609375,0.695
39,0.0003994407829039345,0.248046875,0.69
40,0.0003994407829039345,0.251953125,0.685
41,0.0003994407829039345,0.259765625,0.68
42,0.0003994407829039345,0.271484375,0.67
43,0.0003994407829039345,0.2734375,0.665
44,0.0003994407829039345,0.28125,0.655
45,0.0003994407829039345,0.294921875,0.65
46,0.0003994407829039345,0.3046875,0.645
47,0.0003994407829039345,0.31640625,0.64
48,0.0003994407829039345,0.328125,0.63
49,0.0003994407829039345,0.33203125,0.62
