,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
0,0.0,0.0,1.9849999999999999
1,0.0,0.001953125,0.985
2,0.0,0.009765625,0.955
3,0.0,0.013671875,0.95
4,0.0,0.017578125,0.94
5,0.0,0.021484375,0.935
6,0.0,0.029296875,0.915
7,0.0,0.033203125,0.905
8,0.0,0.037109375,0.89
9,0.0,0.04296875,0.885
10,0.0,0.046875,0.875
11,0.0,0.0546875,0.865
12,0.0,0.05859375,0.85
13,0.0,0.0703125,0.84
14,0.0,0.080078125,0.835
15,0.0,0.08203125,0.83
16,0.0,0.09765625,0.815
17,0.0,0.109375,0.805
18,0.0,0.111328125,0.8
19,0.0,0.130859375,0.79
20,0.00019944156362185878,0.134765625,0.785
21,0.00019944156362185878,0.142578125,0.78
22,0.00019944156362185878,0.146484375,0.775
23,0.00019944156362185878,0.15625,0.77
24,0.00019944156362185878,0.162109375,0.765
25,0.00019944156362185878,0.1640625,0.76
26,0.00019944156362185878,0.16796875,0.755
27,0.00019944156362185878,0.1796875,0.745
28,0.00019944156362185878,0.181640625,0.74
29,0.00019944156362185878,0.193359375,0.735
30,0.00019944156362185878,0.1953125,0.73
31,0.00019944156362185878,0.21875,0.715
32,0.00019944156362185878,0.23046875,0.7
33,0.00019944156362185878,0.23828125,0.695
34,0.00019944156362185878,0.2421875,0.69
35,0.00019944156362185878,0.248046875,0.685
36,0.00019944156362185878,0.259765625,0.67
37,0.00019944156362185878,0.26171875,0.665
38,0.00019944156362185878,0.265625,0.66
39,0.00019944156362185878,0.275390625,0.655
40,0.00019944156362185878,0.28125,0.65
41,0.00019944156362185878,0.29296875,0.645
42,0.00019944156362185878,0.302734375,0.64
43,0.00019944156362185878,0.310546875,0.635
44,0.00039888312724371757,0.318359375,0.63
45,0.00039888312724371757,0.3203125,0.625
46,0.0005983246908655763,0.3203125,0.62
47,0.0005983246908655763,0.326171875,0.615
48,0.0007977662544874351,0.326171875,0.61
49,0.0007977662544874351,0.337890625,0.605
50,0.000997207818109294,0.341796875,0.6
51,0.0011966493817311527,0.34765625,0.595
52,0.0011966493817311527,0.359375,0.59
53,0.0013960909453530116,0.369140625,0.585
54,0.0013960909453530116,0.37109375,0.58
55,0.0017949740725967292,0.376953125,0.575
56,0.001994415636218588,0.380859375,0.57
57,0.0023932987634623054,0.38671875,0.565
58,0.002792181890706023,0.396484375,0.56
59,0.002991623454327882,0.404296875,0.555
60,0.002991623454327882,0.408203125,0.55
61,0.002991623454327882,0.421875,0.545
62,0.002991623454327882,0.427734375,0.54
63,0.0035899481451934583,0.4375,0.535
64,0.003789389708815317,0.443359375,0.53
65,0.004188272836059034,0.455078125,0.525
66,0.004188272836059034,0.46484375,0.52
67,0.004188272836059034,0.470703125,0.515
68,0.004188272836059034,0.474609375,0.51
69,0.0043877143996808934,0.48046875,0.505
70,0.00498603909054647,0.484375,0.5
71,0.005185480654168329,0.490234375,0.495
72,0.005584363781412046,0.494140625,0.49
73,0.005584363781412046,0.5,0.485
74,0.0057838053450339055,0.505859375,0.48
75,0.005983246908655764,0.509765625,0.475
76,0.005983246908655764,0.513671875,0.47
77,0.006382130035899481,0.515625,0.465
78,0.006781013163143199,0.515625,0.46
79,0.0069804547267650575,0.51953125,0.455
80,0.007578779417630634,0.525390625,0.45
81,0.008177104108496211,0.525390625,0.445
82,0.008177104108496211,0.529296875,0.44
83,0.008575987235739928,0.548828125,0.43
84,0.008775428799361787,0.552734375,0.425
85,0.009373753490227364,0.5546875,0.42
86,0.009373753490227364,0.55859375,0.415
87,0.010370961308336658,0.564453125,0.41
88,0.010969285999202234,0.568359375,0.405
89,0.012165935380933387,0.580078125,0.395
90,0.013562026326286399,0.587890625,0.39
91,0.014559234144395692,0.58984375,0.385
92,0.015357000398883127,0.6015625,0.38
93,0.016154766653370563,0.603515625,0.375
94,0.016753091344236137,0.60546875,0.37
95,0.017750299162345433,0.61328125,0.365
96,0.019146390107698443,0.619140625,0.36
97,0.01974471479856402,0.623046875,0.355
98,0.020941364180295175,0.62890625,0.35
99,0.022536896689270045,0.634765625,0.345
100,0.023534104507379337,0.63671875,0.34
101,0.024331870761866773,0.640625,0.335
102,0.025528520143597924,0.646484375,0.33
103,0.025727961707219783,0.654296875,0.325
104,0.02772237734343837,0.662109375,0.315
105,0.028520143597925807,0.666015625,0.31
106,0.029118468288791385,0.66796875,0.305
107,0.031112883925009972,0.671875,0.3
108,0.032508974870362986,0.677734375,0.295
109,0.033506182688472275,0.677734375,0.29
110,0.03450339050658157,0.685546875,0.285
111,0.035700039888312725,0.703125,0.28
112,0.03769445552453131,0.720703125,0.275
113,0.03928998803350618,0.724609375,0.27
114,0.0420821699242122,0.724609375,0.265
115,0.043478260869565216,0.73046875,0.26
116,0.045871559633027525,0.732421875,0.255
117,0.04826485839648983,0.74609375,0.25
118,0.05105704028719585,0.748046875,0.245
119,0.054048663741523735,0.751953125,0.24
120,0.056840845632229756,0.759765625,0.235
121,0.060231352213801354,0.76953125,0.23
122,0.0634224172317511,0.77734375,0.225
123,0.06701236537694455,0.779296875,0.22
124,0.07100119664938173,0.78125,0.215
125,0.07499002792181891,0.7890625,0.21
126,0.07818109293976865,0.791015625,0.205
127,0.08137215795771839,0.796875,0.2
128,0.08137215795771839,0.798828125,0.19855051957966338
129,0.08536098923015556,0.806640625,0.195
130,0.08934982050259274,0.81640625,0.19
131,0.0953330674112485,0.822265625,0.185
132,0.09912245712006382,0.828125,0.18
133,0.10490626246509772,0.83203125,0.175
134,0.11108895093737535,0.837890625,0.17
135,0.11607499002792182,0.84765625,0.165
136,0.11986437973673714,0.859375,0.16
137,0.12524930195452733,0.875,0.155
138,0.13183087355404866,0.876953125,0.15
139,0.13801356202632628,0.884765625,0.145
140,0.14579178300757878,0.890625,0.14
141,0.1529716792979657,0.890625,0.135
142,0.15755883526126846,0.89453125,0.13
143,0.1651376146788991,0.90234375,0.125
144,0.16533705624252093,0.90234375,0.12448474901750625
