,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
144,0.1074757089034305,0.8828125,0.175
145,0.11362284354550863,0.88671875,0.17
146,0.11858021019234583,0.89453125,0.165
147,0.11877850485821931,0.89453125,0.1648158361001149
148,0.12710688082490582,0.90625,0.16
149,0.1340471941304779,0.9140625,0.155
150,0.13424548879635137,0.9140625,0.15406686616656895
151,0.13999603410668254,0.9140625,0.15
152,0.14455681142177276,0.919921875,0.145
153,0.15129883006147135,0.92578125,0.14
154,0.15863573269879042,0.927734375,0.135
155,0.15863573269879042,0.9296875,0.13472874960326323
156,0.1588340273646639,0.9296875,0.13448541545872175
157,0.1667658139996034,0.931640625,0.13
158,0.17390442197104897,0.93359375,0.125
159,0.18302597660122943,0.9453125,0.12
160,0.19214753123140987,0.951171875,0.115
161,0.20305373785445172,0.95703125,0.11
162,0.2135633551457466,0.962890625,0.105
163,0.2216934364465596,0.962890625,0.1
164,0.2347808843942098,0.966796875,0.095
165,0.23517747372595676,0.966796875,0.0933681177254056
166,0.25004957366646835,0.96875,0.09
167,0.25024786833234186,0.96875,0.08776644668727564
168,0.26591314693634743,0.974609375,0.085
169,0.2661114416022209,0.974609375,0.08448541545872174
170,0.2821733095379734,0.9765625,0.08
171,0.2996232401348404,0.9765625,0.075
172,0.2998215348007139,0.9765625,0.07472874960326323
173,0.31806464406107476,0.98046875,0.07
174,0.31865952805869524,0.98046875,0.06906686616656894
175,0.33848899464604404,0.984375,0.065
176,0.3386872893119175,0.984375,0.0632810312285539
177,0.36089629188974814,0.986328125,0.06
178,0.38905413444378345,0.994140625,0.055
179,0.4182034503271862,0.99609375,0.05
180,0.4184017449930597,0.99609375,0.04906686616656894
181,0.45191354352567914,0.998046875,0.045
182,0.45211183819155265,0.998046875,0.04426589889606465
183,0.4899861193733889,0.998046875,0.04
184,0.5324211778703153,0.998046875,0.035
185,0.5326194725361888,0.998046875,0.03406686616656894
186,0.5823914336704342,0.998046875,0.03
187,0.6406900654372397,0.998046875,0.025
188,0.6408883601031132,0.998046875,0.02421416506198497
189,0.7152488598056712,1.0,0.02
190,0.7955581994844338,1.0,0.015
191,0.87606583382907,1.0,0.01
192,0.9486416815387666,1.0,0.005
193,1.0,1.0,0.0
