,roc_fpr_rf,roc_tpr_rf,roc_threshold_rf
77,0.005761970991456387,0.46484375,0.475
78,0.006159348301212001,0.47265625,0.47
79,0.006358036956089807,0.4765625,0.465
80,0.00675541426584542,0.48046875,0.46
81,0.006954102920723227,0.484375,0.455
82,0.006954102920723227,0.48828125,0.45
83,0.007748857540234452,0.494140625,0.445
84,0.00794754619511226,0.50390625,0.44
85,0.009139678124379097,0.53125,0.43
86,0.009139678124379097,0.533203125,0.425
87,0.009537055434134712,0.53515625,0.42
88,0.009735744089012517,0.5390625,0.415
89,0.010331810053645937,0.546875,0.41
90,0.011126564673157162,0.552734375,0.405
91,0.01132525332803497,0.5625,0.4
92,0.013113451221935227,0.580078125,0.385
93,0.014305583151202067,0.587890625,0.375
94,0.014901649115835486,0.595703125,0.37
95,0.016491158354857937,0.6015625,0.365
96,0.01748460162924697,0.607421875,0.36
97,0.018279356248758195,0.61328125,0.355
98,0.019272799523147227,0.619140625,0.35
99,0.020464931452414067,0.625,0.345
100,0.020663620107291874,0.626953125,0.34
101,0.021855752036558714,0.634765625,0.335
102,0.023445261275581164,0.640625,0.33
103,0.02483608185972581,0.642578125,0.325
104,0.02543214782435923,0.646484375,0.32
105,0.026028213788992647,0.6484375,0.315
106,0.02702165706338168,0.658203125,0.31
107,0.028015100337770712,0.666015625,0.305
108,0.02940592092191536,0.669921875,0.3
109,0.031194118815815616,0.673828125,0.295
110,0.03278362805483807,0.677734375,0.29
111,0.03576395787800517,0.68359375,0.285
112,0.03794953308166104,0.685546875,0.28
113,0.0397377309755613,0.693359375,0.275
114,0.04112855155970594,0.697265625,0.27
115,0.04371150407311743,0.701171875,0.265
116,0.04689052255116233,0.712890625,0.26
117,0.049473475064573814,0.716796875,0.255
118,0.05245380488774091,0.71875,0.25
119,0.05583151202066362,0.720703125,0.245
120,0.059606596463341946,0.73046875,0.24
121,0.06298430359626465,0.732421875,0.235
122,0.06556725610967613,0.744140625,0.23
123,0.06834889727796543,0.7578125,0.225
124,0.07192529306576595,0.759765625,0.22
125,0.07430955692429962,0.767578125,0.215
126,0.07768726405722233,0.7734375,0.21
127,0.08185972580965627,0.779296875,0.205
128,0.08702563083647924,0.787109375,0.2
129,0.09139678124379098,0.80078125,0.195
130,0.09596662030598054,0.80859375,0.19
131,0.10013908205841446,0.8203125,0.185
132,0.10411285515597059,0.822265625,0.18
133,0.1102722034571826,0.828125,0.175
134,0.1166302404132724,0.833984375,0.17
135,0.12338565467911783,0.84375,0.165
136,0.12815418239618517,0.84765625,0.16
137,0.1353069739717862,0.857421875,0.155
138,0.14027419034373137,0.861328125,0.15
139,0.1474269819193324,0.87109375,0.145
140,0.1535863302205444,0.880859375,0.14
141,0.16133518776077885,0.884765625,0.135
142,0.16709715875223524,0.890625,0.13
143,0.1744486389827141,0.890625,0.125
144,0.18259487383270415,0.89453125,0.12
145,0.1901450427180608,0.90234375,0.115
146,0.19749652294853964,0.90625,0.11
147,0.2118021060997417,0.908203125,0.105
148,0.2239221140472879,0.916015625,0.1
149,0.23425392410093385,0.927734375,0.095
150,0.2483608185972581,0.931640625,0.09
151,0.26187164712894895,0.939453125,0.085
152,0.2793562487581959,0.947265625,0.08
153,0.2986290482813431,0.94921875,0.075
154,0.3196900456983906,0.953125,0.07
155,0.34194317504470495,0.962890625,0.065
156,0.36737532286906416,0.97265625,0.06
157,0.3928074706934234,0.978515625,0.055
158,0.4206238823763163,0.98828125,0.05
159,0.4561891515994437,0.98828125,0.045
160,0.4921517981323266,0.9921875,0.04
161,0.5326842837273992,0.994140625,0.035
162,0.5819590701370951,0.998046875,0.03
163,0.6419630439101928,0.998046875,0.025
164,0.712497516391814,0.998046875,0.02
165,0.7913769123783032,0.998046875,0.015
166,0.8650904033379694,0.998046875,0.01
167,0.9475461951122591,1.0,0.005
168,1.0,1.0,0.0
