,pr_precision_nfm,pr_recall_nfm,pr_threshold_nfm
0,0.10084695686428993,1.0,5.960464477539063e-08
1,0.10193496908039099,0.998046875,8.940696716308594e-08
2,0.10356708552898257,0.998046875,1.1920928955078125e-07
3,0.10473457675753228,0.998046875,1.4901161193847656e-07
4,0.10542603672374665,0.998046875,1.7881393432617188e-07
5,0.10617078745065447,0.998046875,2.086162567138672e-07
6,0.1068590547887913,0.998046875,2.384185791015625e-07
7,0.1076923076923077,0.998046875,2.682209014892578e-07
8,0.10805667160076127,0.998046875,2.980232238769531e-07
9,0.10870027653690705,0.998046875,3.2782554626464844e-07
10,0.10911808669656203,0.998046875,3.5762786865234375e-07
11,0.10965665236051503,0.998046875,3.8743019104003906e-07
12,0.10972729224822847,0.998046875,4.172325134277344e-07
13,0.11039101317779218,0.998046875,4.470348358154297e-07
14,0.11063000649491232,0.998046875,4.76837158203125e-07
15,0.11106281243207998,0.998046875,5.066394805908203e-07
16,0.11128048780487805,0.998046875,5.364418029785156e-07
17,0.11174283839930024,0.998046875,5.662441253662109e-07
18,0.11208598376837026,0.998046875,5.960464477539062e-07
19,0.1123076923076923,0.998046875,6.258487701416016e-07
20,0.11285335689045936,0.998046875,6.556510925292969e-07
21,0.1130030959752322,0.998046875,6.854534149169922e-07
22,0.11347990228736397,0.998046875,7.152557373046875e-07
23,0.11368186874304784,0.998046875,7.450580596923828e-07
24,0.1138338159946536,0.998046875,7.748603820800781e-07
25,0.11426654740608229,0.998046875,8.046627044677734e-07
26,0.11439444817550928,0.998046875,8.344650268554688e-07
27,0.11483146067415731,0.998046875,8.642673492431641e-07
28,0.11506417473541995,0.998046875,8.940696716308594e-07
29,0.11514195583596215,0.998046875,9.238719940185547e-07
30,0.11532385466034756,0.998046875,9.5367431640625e-07
31,0.1154280551163316,0.998046875,9.834766387939453e-07
32,0.11563702195066757,0.998046875,1.0132789611816406e-06
33,0.11589929689271944,0.998046875,1.0728836059570312e-06
34,0.11608359836437983,0.998046875,1.1026859283447266e-06
35,0.11637440218629014,0.998046875,1.1622905731201172e-06
36,0.11664003652134215,0.998046875,1.1920928955078125e-06
37,0.11682670324645633,0.998046875,1.2218952178955078e-06
38,0.11696040283817807,0.998046875,1.2516975402832031e-06
39,0.11717495987158909,0.998046875,1.2814998626708984e-06
40,0.11722872218398715,0.998046875,1.3113021850585938e-06
41,0.1174172794117647,0.998046875,1.341104507446289e-06
42,0.11763351749539595,0.998046875,1.3709068298339844e-06
43,0.11782338021673969,0.998046875,1.4007091522216797e-06
44,0.11804111804111804,0.998046875,1.430511474609375e-06
45,0.11817761332099908,0.998046875,1.4603137969970703e-06
46,0.11834182491894396,0.998046875,1.4901161193847656e-06
47,0.11856148491879351,0.998046875,1.519918441772461e-06
48,0.11875435742505229,0.998046875,1.5497207641601562e-06
49,0.1190309806662008,0.998046875,1.5795230865478516e-06
50,0.11911421911421911,0.998046875,1.6093254089355469e-06
51,0.1192532088681447,0.998046875,1.6391277313232422e-06
52,0.11936463443120766,0.998046875,1.6689300537109375e-06
53,0.11947626841243862,0.998046875,1.6987323760986328e-06
54,0.11950420954162769,0.998046875,1.7285346984863281e-06
55,0.11972820993439551,0.998046875,1.7583370208740234e-06
56,0.11992490025815536,0.998046875,1.7881393432617188e-06
57,0.12003758515386423,0.998046875,1.817941665649414e-06
58,0.12009400705052879,0.998046875,1.8477439880371094e-06
59,0.12032022604191193,0.998046875,1.8775463104248047e-06
60,0.12046204620462046,0.998046875,1.9073486328125e-06
61,0.12060420108567382,0.998046875,1.9371509552001953e-06
62,0.12074669187145558,0.998046875,1.9669532775878906e-06
63,0.12080378250591016,0.998046875,1.996755599975586e-06
64,0.12094674556213018,0.998046875,2.0265579223632812e-06
65,0.12103268593083846,0.998046875,2.0563602447509766e-06
66,0.12120493358633776,0.998046875,2.086162567138672e-06
67,0.12132003798670465,0.998046875,2.115964889526367e-06
68,0.12149310508796957,0.998046875,2.1457672119140625e-06
69,0.12157982393528433,0.998046875,2.175569534301758e-06
70,0.12166666666666667,0.998046875,2.205371856689453e-06
71,0.12184072484501669,0.998046875,2.2351741790771484e-06
72,0.12189885496183206,0.998046875,2.2649765014648438e-06
73,0.1220444232147122,0.998046875,2.294778823852539e-06
74,0.12216112837676309,0.998046875,2.3245811462402344e-06
