,pr_precision_nfm,pr_recall_nfm,pr_threshold_nfm
0,0.13104683900691066,1.0,0.0018886327743530273
1,0.13082437275985664,0.998046875,0.0018919706344604492
2,0.13085787451984635,0.998046875,0.0018922388553619385
3,0.13089139344262296,0.998046875,0.0019001662731170654
4,0.13092492954137844,0.998046875,0.0019052326679229736
5,0.1309584828293183,0.998046875,0.001905888319015503
6,0.13099205331966163,0.998046875,0.0019151270389556885
7,0.13102564102564102,0.998046875,0.001916348934173584
8,0.1310592459605027,0.998046875,0.0019193291664123535
9,0.13109286813750642,0.998046875,0.0019210875034332275
10,0.13112650756992558,0.998046875,0.001926124095916748
11,0.13116016427104724,0.998046875,0.001927793025970459
12,0.13119383825417202,0.998046875,0.0019291341304779053
13,0.13122752953261427,0.998046875,0.0019314885139465332
14,0.13126123811970203,0.998046875,0.0019404590129852295
15,0.13129496402877697,0.998046875,0.0019411742687225342
16,0.13132870727319454,0.998046875,0.0019426941871643066
17,0.1313624678663239,0.998046875,0.0019429028034210205
18,0.13139624582154796,0.998046875,0.0019449889659881592
19,0.13143004115226337,0.998046875,0.0019512772560119629
20,0.13146385387188061,0.998046875,0.001955479383468628
21,0.13149768399382397,0.998046875,0.001959472894668579
22,0.13153153153153152,0.998046875,0.0019608139991760254
23,0.1315653964984552,0.998046875,0.0019614696502685547
24,0.13159927890806078,0.998046875,0.001961618661880493
25,0.13163317877382794,0.998046875,0.0019751787185668945
26,0.1316670961092502,0.998046875,0.001981765031814575
27,0.13170103092783506,0.998046875,0.0019825398921966553
28,0.1317349832431039,0.998046875,0.0019859373569488525
29,0.13176895306859207,0.998046875,0.0019879937171936035
30,0.13180294041784885,0.998046875,0.002000868320465088
31,0.13183694530443757,0.998046875,0.002011239528656006
32,0.1318709677419355,0.998046875,0.002011418342590332
33,0.1319050077439339,0.998046875,0.0020114779472351074
34,0.1319390653240382,0.998046875,0.0020161867141723633
35,0.13197314049586778,0.998046875,0.0020287632942199707
36,0.13200723327305605,0.998046875,0.0020287930965423584
37,0.13204134366925063,0.998046875,0.0020393431186676025
38,0.1320754716981132,0.998046875,0.002042055130004883
39,0.13210961737331955,0.998046875,0.0020439624786376953
40,0.13214378070855962,0.998046875,0.0020501315593719482
41,0.1321779617175375,0.998046875,0.0020509958267211914
42,0.13221216041397155,0.998046875,0.0020520687103271484
43,0.1322463768115942,0.998046875,0.0020524263381958008
44,0.13228061092415222,0.998046875,0.0020526647567749023
45,0.13231486276540652,0.998046875,0.0020579099655151367
46,0.13234913234913234,0.998046875,0.002063542604446411
47,0.13238341968911918,0.998046875,0.00206679105758667
48,0.13241772479917077,0.998046875,0.002067655324935913
49,0.13245204769310523,0.998046875,0.002084076404571533
50,0.132486388384755,0.998046875,0.002084285020828247
51,0.1325207468879668,0.998046875,0.002089262008666992
52,0.13255512321660182,0.998046875,0.0020930469036102295
53,0.13258951738453556,0.998046875,0.00209730863571167
54,0.13262392940565793,0.998046875,0.002098262310028076
55,0.13265835929387332,0.998046875,0.002098768949508667
56,0.1326928070631005,0.998046875,0.0021000802516937256
57,0.13272727272727272,0.998046875,0.002100348472595215
58,0.13276175630033776,0.998046875,0.0021074414253234863
59,0.13279625779625778,0.998046875,0.002107769250869751
60,0.13283077722900963,0.998046875,0.00211334228515625
61,0.1328653146125845,0.998046875,0.002114027738571167
62,0.1328998699609883,0.998046875,0.002117723226547241
63,0.13293444328824142,0.998046875,0.0021254420280456543
64,0.13296903460837886,0.998046875,0.002128779888153076
65,0.13300364393545028,0.998046875,0.00213053822517395
66,0.13303827128351992,0.998046875,0.002131164073944092
67,0.13307291666666668,0.998046875,0.0021381676197052
68,0.1331075800989841,0.998046875,0.002141416072845459
69,0.1331422615945805,0.998046875,0.002141624689102173
70,0.13317696116757885,0.998046875,0.0021419525146484375
71,0.1332116788321168,0.998046875,0.002142101526260376
72,0.13324641460234682,0.998046875,0.0021424293518066406
73,0.1332811684924361,0.998046875,0.0021433234214782715
74,0.13331594051656664,0.998046875,0.0021512210369110107
75,0.13335073068893527,0.998046875,0.0021514594554901123
76,0.13338553902375358,0.998046875,0.0021526217460632324
77,0.13342036553524805,0.998046875,0.0021559596061706543
78,0.13345521023765997,0.998046875,0.0021581947803497314
79,0.13349007314524555,0.998046875,0.002161175012588501
80,0.13352495427227593,0.998046875,0.002170056104660034
81,0.1335598536330371,0.998046875,0.0021737515926361084
82,0.13359477124183006,0.998046875,0.00218123197555542
83,0.1336297071129707,0.998046875,0.002186506986618042
84,0.13366466126078996,0.998046875,0.0021880269050598145
85,0.1336996336996337,0.998046875,0.002196580171585083
86,0.13373462444386286,0.998046875,0.002197951078414917
87,0.1337696335078534,0.998046875,0.00219842791557312
88,0.13380466090599633,0.998046875,0.002199232578277588
89,0.13383970665269776,0.998046875,0.0022001564502716064
90,0.13387477076237883,0.998046875,0.0022003352642059326
91,0.13390985324947588,0.998046875,0.002206265926361084
92,0.13394495412844037,0.998046875,0.002206563949584961
93,0.13398007341373885,0.998046875,0.002206861972808838
94,0.13401521111985312,0.998046875,0.0022122859954833984
95,0.13405036726128017,0.998046875,0.00221329927444458
96,0.13408554185253213,0.998046875,0.002213597297668457
97,0.13412073490813647,0.998046875,0.002220720052719116
98,0.13415594644263587,0.998046875,0.002222120761871338
99,0.13419117647058823,0.998046875,0.0022265613079071045
100,0.13422642500656684,0.998046875,0.00222700834274292
101,0.13426169206516028,0.998046875,0.0022285282611846924
102,0.1342969776609724,0.998046875,0.0022306442260742188
103,0.1343322818086225,0.998046875,0.00223463773727417
104,0.1343676045227452,0.998046875,0.002241283655166626
105,0.13440294581799053,0.998046875,0.0022417008876800537
106,0.13443830570902393,0.998046875,0.0022422969341278076
107,0.13447368421052633,0.998046875,0.0022433698177337646
108,0.134509081337194,0.998046875,0.0022462010383605957
109,0.1345444971037388,0.998046875,0.0022497475147247314
110,0.13457993152488806,0.998046875,0.0022507905960083008
111,0.1346153846153846,0.998046875,0.0022516250610351562
112,0.13465085638998683,0.998046875,0.0022580325603485107
113,0.13468634686346864,0.998046875,0.0022600293159484863
114,0.13472185605061957,0.998046875,0.002261340618133545
