,pr_precision_kge_rf,pr_recall_kge_rf,pr_threshold_kge_rf
0,0.11350033252050543,1.0,0.03
1,0.11730945821854913,0.998046875,0.032
2,0.12184072484501669,0.998046875,0.034
3,0.12626637015072895,0.998046875,0.036
4,0.13093709884467267,0.99609375,0.038
5,0.13605987703822509,0.994140625,0.04
6,0.14178272980501394,0.994140625,0.042
7,0.146355517142034,0.9921875,0.044
8,0.15149700598802396,0.98828125,0.046
9,0.15704531346989448,0.98828125,0.048
10,0.16237942122186494,0.986328125,0.05
11,0.16867067468269872,0.986328125,0.052
12,0.17463617463617465,0.984375,0.054
13,0.18093525179856115,0.982421875,0.056
14,0.18710398807305256,0.98046875,0.058
15,0.19381044487427465,0.978515625,0.06
16,0.1998398077693232,0.974609375,0.062
17,0.20800333472280116,0.974609375,0.064
18,0.21361301369863014,0.974609375,0.066
19,0.22069880583812473,0.974609375,0.068
20,0.2271897810218978,0.97265625,0.07
21,0.23256902199344875,0.970703125,0.072
22,0.2392874337987482,0.970703125,0.074
23,0.24628344895936571,0.970703125,0.076
24,0.2528032619775739,0.96875,0.078
25,0.25918153200419725,0.96484375,0.08
26,0.2664509169363538,0.96484375,0.082
27,0.27267699115044247,0.962890625,0.084
28,0.27947845804988664,0.962890625,0.086
29,0.2869615832363213,0.962890625,0.088
30,0.2945041816009558,0.962890625,0.09
31,0.2996941896024465,0.95703125,0.092
32,0.30543410368519675,0.955078125,0.094
33,0.31182108626198085,0.953125,0.096
34,0.3166449934980494,0.951171875,0.098
35,0.32036914963744234,0.94921875,0.1
36,0.3265993265993266,0.947265625,0.102
37,0.3317340644276902,0.9453125,0.104
38,0.33777154870357395,0.94140625,0.106
39,0.34480286738351257,0.939453125,0.108
40,0.3510948905109489,0.939453125,0.11
41,0.35901271503365745,0.9375,0.112
42,0.36592818945760125,0.935546875,0.114
43,0.3724727838258165,0.935546875,0.116
44,0.38068635275339185,0.931640625,0.118
45,0.3850528025995126,0.92578125,0.12
46,0.3903654485049834,0.91796875,0.122
47,0.3956043956043956,0.9140625,0.124
48,0.40328151986183075,0.912109375,0.126
49,0.4091710758377425,0.90625,0.128
50,0.4156193895870736,0.904296875,0.13
51,0.4233241505968779,0.900390625,0.132
52,0.4276377217553688,0.89453125,0.134
53,0.4329210275927688,0.888671875,0.136
54,0.4394966118102614,0.88671875,0.138
55,0.44807121661721067,0.884765625,0.14
56,0.45125628140703516,0.876953125,0.142
57,0.45790554414784396,0.87109375,0.144
58,0.4713983050847458,0.869140625,0.146
59,0.4772727272727273,0.861328125,0.148
60,0.48726467331118495,0.859375,0.15
61,0.49382716049382713,0.859375,0.152
62,0.5011441647597255,0.85546875,0.154
63,0.5105386416861827,0.8515625,0.156
64,0.5166666666666667,0.84765625,0.158
65,0.5217391304347826,0.84375,0.16
66,0.5294840294840295,0.841796875,0.162
67,0.5382685069008782,0.837890625,0.164
