,pr_precision_kge_rf,pr_recall_kge_rf,pr_threshold_kge_rf
0,0.12278177458033573,1.0,0.034
1,0.1275268280509109,0.998046875,0.036
2,0.13293444328824142,0.998046875,0.038
3,0.13791238507301243,0.99609375,0.04
4,0.14354066985645933,0.99609375,0.042
5,0.1493239271017049,0.9921875,0.044
6,0.1554467564259486,0.9921875,0.046
7,0.16213623281100095,0.990234375,0.048
8,0.16777188328912468,0.98828125,0.05
9,0.17270861833105336,0.986328125,0.052
10,0.17805309734513275,0.982421875,0.054
11,0.1849944832659066,0.982421875,0.056
12,0.19085714285714286,0.978515625,0.058
13,0.19817677368212447,0.9765625,0.06
14,0.20483408439164277,0.9765625,0.062
15,0.21081537811575835,0.974609375,0.064
16,0.21818976825535635,0.974609375,0.066
17,0.22452660054102797,0.97265625,0.068
18,0.23130515559684162,0.97265625,0.07
19,0.2374821173104435,0.97265625,0.072
20,0.2430317848410758,0.970703125,0.074
21,0.24899598393574296,0.96875,0.076
22,0.25541795665634676,0.966796875,0.078
23,0.26109936575052856,0.96484375,0.08
24,0.2677892449755568,0.962890625,0.082
25,0.27491601343784994,0.958984375,0.084
26,0.2809633027522936,0.95703125,0.086
27,0.28883638511518017,0.955078125,0.088
28,0.29528985507246375,0.955078125,0.09
29,0.30104873534855026,0.953125,0.092
30,0.30886075949367087,0.953125,0.094
31,0.31585760517799355,0.953125,0.096
32,0.3201320132013201,0.947265625,0.098
33,0.3287950987066031,0.943359375,0.1
34,0.33402489626556015,0.943359375,0.102
35,0.3399014778325123,0.943359375,0.104
36,0.3485177151120752,0.94140625,0.106
37,0.3532448377581121,0.935546875,0.108
38,0.3607547169811321,0.93359375,0.11
39,0.36797536566589684,0.93359375,0.112
40,0.3750985027580772,0.9296875,0.114
41,0.3815261044176707,0.927734375,0.116
42,0.3896636587366694,0.927734375,0.118
43,0.3998316498316498,0.927734375,0.12
44,0.4039282664389411,0.923828125,0.122
45,0.41273996509598604,0.923828125,0.124
46,0.4233183856502242,0.921875,0.126
47,0.4301369863013699,0.919921875,0.128
48,0.43843283582089554,0.91796875,0.13
49,0.44933078393881454,0.91796875,0.132
50,0.4568627450980392,0.91015625,0.134
51,0.46593186372745493,0.908203125,0.136
52,0.47776628748707345,0.90234375,0.138
53,0.48731501057082455,0.900390625,0.14
54,0.4962243797195254,0.8984375,0.142
55,0.5032967032967033,0.89453125,0.144
56,0.5117845117845118,0.890625,0.146
57,0.5164212910532276,0.890625,0.148
58,0.5235361653272101,0.890625,0.15
59,0.5296167247386759,0.890625,0.152
60,0.5380047505938242,0.884765625,0.154
61,0.5452352231604343,0.8828125,0.156
62,0.554601226993865,0.8828125,0.158
63,0.56125,0.876953125,0.16
64,0.5712451861360719,0.869140625,0.162
65,0.5790849673202615,0.865234375,0.164
66,0.5836627140974967,0.865234375,0.166
67,0.5898123324396782,0.859375,0.168
68,0.6043956043956044,0.859375,0.17
69,0.6128133704735376,0.859375,0.172
70,0.6230440967283073,0.85546875,0.174
71,0.6273381294964029,0.8515625,0.176
72,0.6387665198237885,0.849609375,0.178
73,0.6526315789473685,0.84765625,0.18
74,0.656060606060606,0.845703125,0.182
75,0.6610687022900763,0.845703125,0.184
76,0.6671850699844479,0.837890625,0.186
77,0.6729559748427673,0.8359375,0.188
78,0.68,0.830078125,0.19
79,0.6944444444444444,0.830078125,0.192
80,0.7003311258278145,0.826171875,0.194
81,0.705685618729097,0.82421875,0.196
82,0.7108843537414966,0.81640625,0.198
83,0.7125645438898451,0.80859375,0.2
84,0.7253521126760564,0.8046875,0.202
85,0.7279151943462897,0.8046875,0.204
86,0.7378815080789947,0.802734375,0.206
87,0.7454545454545455,0.80078125,0.208
88,0.7495429616087751,0.80078125,0.21
89,0.7523105360443623,0.794921875,0.212
90,0.7598499061913696,0.791015625,0.214
91,0.7685009487666035,0.791015625,0.216
92,0.7769230769230769,0.7890625,0.218
93,0.7810077519379846,0.787109375,0.22
94,0.7821011673151751,0.78515625,0.222
95,0.7936507936507936,0.78125,0.224
96,0.7964071856287425,0.779296875,0.226
97,0.802020202020202,0.775390625,0.228
98,0.8106995884773662,0.76953125,0.23
99,0.8183716075156576,0.765625,0.232
100,0.8189473684210526,0.759765625,0.234
101,0.821656050955414,0.755859375,0.236
102,0.8222698072805139,0.75,0.238
103,0.8293736501079914,0.75,0.24
104,0.8395604395604396,0.74609375,0.242
105,0.8407079646017699,0.7421875,0.244
106,0.8459821428571429,0.740234375,0.246
107,0.8503401360544217,0.732421875,0.248
108,0.8538812785388128,0.73046875,0.25
109,0.8574712643678161,0.728515625,0.252
110,0.8587962962962963,0.724609375,0.254
111,0.8641686182669789,0.720703125,0.256
112,0.8741092636579573,0.71875,0.258
113,0.8819277108433735,0.71484375,0.26
114,0.8816425120772947,0.712890625,0.262
115,0.8810679611650486,0.708984375,0.264
116,0.882640586797066,0.705078125,0.266
117,0.8861386138613861,0.69921875,0.268
118,0.89,0.6953125,0.27
119,0.8964646464646465,0.693359375,0.272
120,0.9023136246786633,0.685546875,0.274
121,0.9069767441860465,0.685546875,0.276
122,0.9090909090909091,0.68359375,0.278
123,0.9088541666666666,0.681640625,0.28
124,0.9081364829396326,0.67578125,0.282
125,0.9076517150395779,0.671875,0.284
126,0.9122340425531915,0.669921875,0.286
127,0.9171122994652406,0.669921875,0.288
128,0.9193548387096774,0.66796875,0.29
129,0.921832884097035,0.66796875,0.292
130,0.924119241192412,0.666015625,0.296
131,0.9239130434782609,0.6640625,0.298
132,0.9232876712328767,0.658203125,0.3
133,0.925414364640884,0.654296875,0.302
134,0.9303621169916435,0.65234375,0.304
135,0.9320113314447592,0.642578125,0.306
136,0.9312320916905444,0.634765625,0.308
137,0.936046511627907,0.62890625,0.31
138,0.935672514619883,0.625,0.314
139,0.9382352941176471,0.623046875,0.318
140,0.9378698224852071,0.619140625,0.32
141,0.9376854599406528,0.6171875,0.322
142,0.9432835820895522,0.6171875,0.326
143,0.9459459459459459,0.615234375,0.328
144,0.9454545454545454,0.609375,0.33
145,0.950920245398773,0.60546875,0.336
146,0.9565217391304348,0.6015625,0.338
147,0.95625,0.59765625,0.34
148,0.9561128526645768,0.595703125,0.342
149,0.9558359621451105,0.591796875,0.344
150,0.954983922829582,0.580078125,0.348
151,0.9548387096774194,0.578125,0.35
152,0.9543973941368078,0.572265625,0.354
153,0.9573770491803278,0.5703125,0.356
154,0.9603960396039604,0.568359375,0.358
155,0.9602649006622517,0.56640625,0.36
156,0.96,0.5625,0.362
157,0.959866220735786,0.560546875,0.364
158,0.9629629629629629,0.55859375,0.366
159,0.9627118644067797,0.5546875,0.368
160,0.9625850340136054,0.552734375,0.37
161,0.9657534246575342,0.55078125,0.372
162,0.9656357388316151,0.548828125,0.378
163,0.9688581314878892,0.546875,0.38
164,0.96875,0.544921875,0.388
165,0.9719298245614035,0.541015625,0.39
166,0.9750889679715302,0.53515625,0.392
167,0.974910394265233,0.53125,0.394
168,0.9747292418772563,0.52734375,0.396
169,0.9746376811594203,0.525390625,0.398
170,0.9779411764705882,0.51953125,0.4
171,0.9776951672862454,0.513671875,0.402
172,0.9776119402985075,0.51171875,0.404
173,0.9773584905660377,0.505859375,0.406
174,0.9772727272727273,0.50390625,0.408
175,0.9770992366412213,0.5,0.41
176,0.9767441860465116,0.4921875,0.412
177,0.9763779527559056,0.484375,0.414
178,0.9762845849802372,0.482421875,0.416
179,0.9761904761904762,0.48046875,0.418
180,0.976,0.4765625,0.42
181,0.9758064516129032,0.47265625,0.422
182,0.9757085020242915,0.470703125,0.424
183,0.9755102040816327,0.466796875,0.426
184,0.975103734439834,0.458984375,0.428
185,0.9748953974895398,0.455078125,0.43
186,0.9747899159663865,0.453125,0.434
187,0.9745762711864406,0.44921875,0.436
188,0.9741379310344828,0.44140625,0.438
189,0.974025974025974,0.439453125,0.44
190,0.9739130434782609,0.4375,0.442
191,0.9736842105263158,0.43359375,0.444
192,0.9733333333333334,0.427734375,0.446
193,0.9730941704035875,0.423828125,0.448
194,0.972972972972973,0.421875,0.45
195,0.9770642201834863,0.416015625,0.452
196,0.9813084112149533,0.41015625,0.454
197,0.9807692307692307,0.3984375,0.456
198,0.9806763285024155,0.396484375,0.458
199,0.9804878048780488,0.392578125,0.46
200,0.9803921568627451,0.390625,0.464
201,0.9801980198019802,0.38671875,0.466
202,0.9800995024875622,0.384765625,0.468
203,0.9847715736040609,0.37890625,0.47
204,0.9846153846153847,0.375,0.472
205,0.984375,0.369140625,0.474
206,0.9842931937172775,0.3671875,0.476
207,0.983957219251337,0.359375,0.478
208,0.9838709677419355,0.357421875,0.482
209,0.9891304347826086,0.35546875,0.484
210,0.9890710382513661,0.353515625,0.486
211,0.989010989010989,0.3515625,0.488
212,0.988950276243094,0.349609375,0.49
213,0.9888888888888889,0.34765625,0.492
214,0.9887005649717514,0.341796875,0.494
215,0.9886363636363636,0.33984375,0.496
216,0.9885714285714285,0.337890625,0.498
217,0.9885057471264368,0.3359375,0.5
218,0.9883040935672515,0.330078125,0.502
219,0.9881656804733728,0.326171875,0.504
220,0.9879518072289156,0.3203125,0.506
221,0.9878787878787879,0.318359375,0.508
222,0.9877300613496932,0.314453125,0.51
223,0.9875776397515528,0.310546875,0.512
224,0.9874213836477987,0.306640625,0.518
225,0.9936708860759493,0.306640625,0.52
226,0.9935897435897436,0.302734375,0.522
227,0.9933774834437086,0.29296875,0.524
228,0.9932432432432432,0.287109375,0.526
229,0.9931506849315068,0.283203125,0.528
230,0.993103448275862,0.28125,0.53
231,0.9930555555555556,0.279296875,0.532
232,0.993006993006993,0.27734375,0.534
233,0.9927536231884058,0.267578125,0.536
234,0.9926470588235294,0.263671875,0.538
235,0.9925925925925926,0.26171875,0.54
236,0.9924812030075187,0.2578125,0.542
237,0.9921875,0.248046875,0.544
238,0.9920634920634921,0.244140625,0.546
239,0.992,0.2421875,0.548
240,0.991869918699187,0.23828125,0.55
241,0.9917355371900827,0.234375,0.552
242,0.9916666666666667,0.232421875,0.554
243,0.9915254237288136,0.228515625,0.556
244,0.9913793103448276,0.224609375,0.56
245,0.9912280701754386,0.220703125,0.562
246,0.9910714285714286,0.216796875,0.564
247,0.990990990990991,0.21484375,0.568
248,0.990909090909091,0.212890625,0.574
249,0.9908256880733946,0.2109375,0.576
250,0.9905660377358491,0.205078125,0.578
251,1.0,0.205078125,0.58
252,1.0,0.201171875,0.582
253,1.0,0.197265625,0.584
254,1.0,0.189453125,0.588
255,1.0,0.185546875,0.59
256,1.0,0.18359375,0.592
257,1.0,0.177734375,0.594
258,1.0,0.171875,0.596
259,1.0,0.16796875,0.6
260,1.0,0.166015625,0.602
261,1.0,0.1640625,0.604
262,1.0,0.15625,0.608
263,1.0,0.154296875,0.61
264,1.0,0.1484375,0.612
265,1.0,0.146484375,0.614
266,1.0,0.138671875,0.616
267,1.0,0.134765625,0.618
268,1.0,0.1328125,0.62
269,1.0,0.12890625,0.624
270,1.0,0.126953125,0.626
271,1.0,0.123046875,0.628
272,1.0,0.12109375,0.632
273,1.0,0.119140625,0.634
274,1.0,0.1171875,0.636
275,1.0,0.11328125,0.638
276,1.0,0.109375,0.64
277,1.0,0.107421875,0.642
278,1.0,0.1015625,0.648
279,1.0,0.09765625,0.65
280,1.0,0.095703125,0.654
281,1.0,0.091796875,0.656
282,1.0,0.08984375,0.658
283,1.0,0.087890625,0.66
284,1.0,0.0859375,0.664
285,1.0,0.08203125,0.666
286,1.0,0.080078125,0.668
287,1.0,0.076171875,0.674
288,1.0,0.07421875,0.676
289,1.0,0.072265625,0.678
290,1.0,0.06640625,0.68
291,1.0,0.064453125,0.682
292,1.0,0.0625,0.686
293,1.0,0.060546875,0.688
294,1.0,0.056640625,0.69
295,1.0,0.0546875,0.692
296,1.0,0.052734375,0.694
297,1.0,0.05078125,0.696
298,1.0,0.048828125,0.698
299,1.0,0.046875,0.702
300,1.0,0.044921875,0.704
301,1.0,0.04296875,0.714
302,1.0,0.041015625,0.72
303,1.0,0.037109375,0.726
304,1.0,0.03515625,0.732
305,1.0,0.033203125,0.734
306,1.0,0.03125,0.74
307,1.0,0.029296875,0.742
308,1.0,0.02734375,0.744
309,1.0,0.025390625,0.75
310,1.0,0.0234375,0.752
311,1.0,0.021484375,0.754
312,1.0,0.01953125,0.756
313,1.0,0.017578125,0.758
314,1.0,0.015625,0.762
315,1.0,0.013671875,0.766
316,1.0,0.009765625,0.8
317,1.0,0.0078125,0.814
318,1.0,0.005859375,0.87
319,1.0,0.00390625,0.884
320,1.0,0.001953125,0.938
321,1.0,0.0,
