,pr_precision_kge_rf,pr_recall_kge_rf,pr_threshold_kge_rf
0,0.1041073607157381,1.0,0.024
1,0.10724029380902414,0.998046875,0.026
2,0.11020056070735389,0.998046875,0.028
3,0.11431767337807607,0.998046875,0.03
4,0.11889250814332247,0.998046875,0.032
5,0.12381875454325175,0.998046875,0.034
6,0.12907299823187673,0.998046875,0.036
7,0.13422642500656684,0.998046875,0.038
8,0.1402305159165752,0.998046875,0.04
9,0.14575593026579023,0.99609375,0.042
10,0.15194029850746268,0.994140625,0.044
11,0.1586163913991898,0.994140625,0.046
12,0.16493506493506493,0.9921875,0.048
13,0.17105263157894737,0.990234375,0.05
14,0.1775438596491228,0.98828125,0.052
15,0.18310369833212473,0.986328125,0.054
16,0.19024205748865355,0.982421875,0.056
17,0.19834384858044163,0.982421875,0.058
18,0.20540098199672668,0.98046875,0.06
19,0.2133446663833404,0.98046875,0.062
20,0.22163355408388521,0.98046875,0.064
21,0.228310502283105,0.9765625,0.066
22,0.2355996222851747,0.974609375,0.068
23,0.24031007751937986,0.96875,0.07
24,0.24786753637732062,0.96484375,0.072
25,0.25244215938303344,0.958984375,0.074
26,0.258030542390732,0.95703125,0.076
27,0.2641509433962264,0.95703125,0.078
28,0.2695700110253583,0.955078125,0.08
29,0.274564851207187,0.955078125,0.082
30,0.28265895953757225,0.955078125,0.084
31,0.28875739644970416,0.953125,0.086
32,0.2957575757575758,0.953125,0.088
33,0.3026151930261519,0.94921875,0.09
34,0.30852417302798985,0.947265625,0.092
35,0.3161668839634941,0.947265625,0.094
36,0.32266666666666666,0.9453125,0.096
37,0.3281036834924966,0.939453125,0.098
38,0.3328700486448923,0.935546875,0.1
39,0.3414285714285714,0.93359375,0.102
40,0.3497067448680352,0.931640625,0.104
41,0.35930408472012104,0.927734375,0.106
42,0.365815931941222,0.923828125,0.108
43,0.37400950871632327,0.921875,0.11
44,0.3829268292682927,0.919921875,0.112
45,0.3903654485049834,0.91796875,0.114
46,0.39932030586236195,0.91796875,0.116
47,0.40606060606060607,0.916015625,0.118
48,0.4109347442680776,0.91015625,0.12
49,0.41651705565529623,0.90625,0.122
50,0.4283071230342276,0.904296875,0.124
51,0.4336782690498589,0.900390625,0.126
52,0.44049904030710174,0.896484375,0.128
53,0.4530168150346192,0.89453125,0.13
54,0.4626262626262626,0.89453125,0.132
55,0.4666666666666667,0.888671875,0.134
56,0.4754440961337513,0.888671875,0.136
57,0.4804232804232804,0.88671875,0.138
58,0.4865446716899892,0.8828125,0.14
59,0.49613259668508286,0.876953125,0.142
60,0.5056433408577878,0.875,0.144
61,0.5150115473441108,0.87109375,0.146
62,0.5192532088681447,0.869140625,0.148
63,0.524822695035461,0.8671875,0.15
64,0.53437876960193,0.865234375,0.152
65,0.5416666666666666,0.86328125,0.154
66,0.547945205479452,0.859375,0.156
67,0.5537294563843237,0.85546875,0.158
68,0.5651612903225807,0.85546875,0.16
69,0.5742444152431012,0.853515625,0.162
70,0.582109479305741,0.8515625,0.164
71,0.592391304347826,0.8515625,0.166
72,0.6,0.849609375,0.168
73,0.6078431372549019,0.84765625,0.17
74,0.6150568181818182,0.845703125,0.172
75,0.6203438395415473,0.845703125,0.174
76,0.6251808972503617,0.84375,0.176
77,0.6310395314787701,0.841796875,0.178
78,0.6407185628742516,0.8359375,0.18
79,0.6474164133738601,0.83203125,0.182
80,0.6573643410852713,0.828125,0.184
81,0.6630094043887147,0.826171875,0.186
82,0.6719745222929936,0.82421875,0.188
83,0.6812297734627831,0.822265625,0.19
84,0.6925619834710743,0.818359375,0.192
85,0.7037037037037037,0.81640625,0.194
86,0.7108843537414966,0.81640625,0.196
87,0.7125645438898451,0.80859375,0.198
88,0.7195121951219512,0.806640625,0.2
89,0.7279151943462897,0.8046875,0.202
90,0.7316636851520573,0.798828125,0.204
91,0.736936936936937,0.798828125,0.206
92,0.7413479052823315,0.794921875,0.208
93,0.7463235294117647,0.79296875,0.21
94,0.753731343283582,0.7890625,0.212
95,0.7603773584905661,0.787109375,0.214
96,0.7647058823529411,0.787109375,0.216
97,0.7775628626692457,0.78515625,0.218
98,0.7843137254901961,0.78125,0.22
99,0.7905138339920948,0.78125,0.222
100,0.7987927565392354,0.775390625,0.224
101,0.802020202020202,0.775390625,0.226
102,0.803680981595092,0.767578125,0.228
103,0.808641975308642,0.767578125,0.23
104,0.8112033195020747,0.763671875,0.232
105,0.8179916317991632,0.763671875,0.234
106,0.8231578947368421,0.763671875,0.236
107,0.8294243070362474,0.759765625,0.238
108,0.8362068965517241,0.7578125,0.24
109,0.8391304347826087,0.75390625,0.242
110,0.838074398249453,0.748046875,0.244
111,0.8362831858407079,0.73828125,0.246
112,0.8396436525612472,0.736328125,0.248
113,0.8423423423423423,0.73046875,0.25
114,0.851258581235698,0.7265625,0.252
115,0.8558139534883721,0.71875,0.256
116,0.8652482269503546,0.71484375,0.258
117,0.8708133971291866,0.7109375,0.26
118,0.8722891566265061,0.70703125,0.262
119,0.8848039215686274,0.705078125,0.264
120,0.891358024691358,0.705078125,0.266
121,0.8975,0.701171875,0.268
122,0.8992443324937027,0.697265625,0.27
123,0.9051282051282051,0.689453125,0.272
124,0.9093264248704663,0.685546875,0.274
125,0.916010498687664,0.681640625,0.276
126,0.9204244031830239,0.677734375,0.278
127,0.9222520107238605,0.671875,0.282
128,0.9295392953929539,0.669921875,0.284
129,0.9344262295081968,0.66796875,0.286
130,0.936986301369863,0.66796875,0.29
131,0.9368131868131868,0.666015625,0.292
132,0.9366391184573003,0.6640625,0.294
133,0.93646408839779,0.662109375,0.296
134,0.9362880886426593,0.66015625,0.298
135,0.9413407821229051,0.658203125,0.3
