,pr_precision_kge_rf,pr_recall_kge_rf,pr_threshold_kge_rf
0,0.13343758144383633,1.0,0.04
1,0.13900979325353646,0.998046875,0.042
2,0.14427157001414428,0.99609375,0.044
3,0.14986776373787833,0.99609375,0.046
4,0.15572519083969466,0.99609375,0.048
5,0.16314102564102564,0.994140625,0.05
6,0.16865869853917662,0.9921875,0.052
7,0.17604166666666668,0.990234375,0.054
8,0.18263688760806918,0.990234375,0.056
9,0.18901755696675382,0.98828125,0.058
10,0.19719407638347622,0.98828125,0.06
11,0.20445344129554655,0.986328125,0.062
12,0.2112086992890004,0.986328125,0.064
13,0.21818181818181817,0.984375,0.066
14,0.22576301615798922,0.982421875,0.068
15,0.2330547818012999,0.98046875,0.07
16,0.24111431316042267,0.98046875,0.072
17,0.24753451676528598,0.98046875,0.074
18,0.25392802838317285,0.978515625,0.076
19,0.26109660574412535,0.9765625,0.078
20,0.2670940170940171,0.9765625,0.08
21,0.274326553051127,0.974609375,0.082
22,0.28065241844769406,0.974609375,0.084
23,0.2864553314121037,0.970703125,0.086
24,0.2922804949911609,0.96875,0.088
25,0.29981829194427617,0.966796875,0.09
26,0.3054003724394786,0.9609375,0.092
27,0.3109563014566181,0.958984375,0.094
28,0.31821127673363575,0.958984375,0.096
29,0.32166446499339496,0.951171875,0.098
30,0.3310580204778157,0.947265625,0.1
31,0.3370473537604457,0.9453125,0.102
32,0.3437945791726106,0.94140625,0.104
33,0.35058309037900875,0.939453125,0.106
34,0.3600900225056264,0.9375,0.108
35,0.36648814078041314,0.935546875,0.11
36,0.3719844357976654,0.93359375,0.112
37,0.37857142857142856,0.931640625,0.114
38,0.3866774979691308,0.9296875,0.116
39,0.3941908713692946,0.927734375,0.118
40,0.4025531914893617,0.923828125,0.12
41,0.4096069868995633,0.916015625,0.122
42,0.4180035650623886,0.916015625,0.124
43,0.4237749546279492,0.912109375,0.126
44,0.43042671614100186,0.90625,0.128
45,0.439047619047619,0.900390625,0.13
46,0.44563106796116503,0.896484375,0.132
47,0.4503441494591937,0.89453125,0.134
48,0.46200607902735563,0.890625,0.136
49,0.47101449275362317,0.888671875,0.138
50,0.4773922187171398,0.88671875,0.14
51,0.48501070663811563,0.884765625,0.142
52,0.49230769230769234,0.875,0.144
53,0.5016835016835017,0.873046875,0.146
54,0.5108820160366552,0.87109375,0.148
55,0.5145180023228804,0.865234375,0.15
56,0.525564803804994,0.86328125,0.152
