,pr_precision_kge_rf,pr_recall_kge_rf,pr_threshold_kge_rf
0,0.13598937583001328,1.0,0.04
1,0.14092664092664092,0.998046875,0.042
2,0.1465863453815261,0.998046875,0.044
3,0.15199286139202856,0.998046875,0.046
4,0.15830235439900867,0.998046875,0.048
5,0.1646793425717048,0.998046875,0.05
6,0.17133220910623945,0.9921875,0.052
7,0.17683990233693755,0.990234375,0.054
8,0.18234442836468887,0.984375,0.056
9,0.18743027147638527,0.984375,0.058
10,0.19368502117828262,0.982421875,0.06
11,0.20047923322683706,0.98046875,0.062
12,0.2066694112803623,0.98046875,0.064
13,0.21210838272650295,0.978515625,0.066
14,0.21824530772588388,0.9765625,0.068
15,0.2244165170556553,0.9765625,0.07
16,0.23112552107457157,0.974609375,0.072
17,0.23714285714285716,0.97265625,0.074
18,0.24519940915805022,0.97265625,0.076
19,0.2506290890790136,0.97265625,0.078
20,0.25564681724845995,0.97265625,0.08
21,0.26338102808691044,0.970703125,0.082
22,0.26902173913043476,0.966796875,0.084
23,0.2759776536312849,0.96484375,0.086
24,0.2848904267589389,0.96484375,0.088
25,0.2928275044457617,0.96484375,0.09
26,0.30121951219512194,0.96484375,0.092
27,0.3084639498432602,0.9609375,0.094
28,0.3157894736842105,0.9609375,0.096
29,0.3225806451612903,0.95703125,0.098
30,0.32950708980418636,0.953125,0.1
31,0.33703190013869627,0.94921875,0.102
32,0.34275618374558303,0.947265625,0.104
33,0.34898843930635837,0.943359375,0.106
34,0.35650887573964496,0.94140625,0.108
35,0.36411809235427706,0.939453125,0.11
36,0.3695150115473441,0.9375,0.112
37,0.3795562599049128,0.935546875,0.114
38,0.3833736884584342,0.927734375,0.116
39,0.39090909090909093,0.923828125,0.118
40,0.3949579831932773,0.91796875,0.12
41,0.4027538726333907,0.9140625,0.122
42,0.4069868995633188,0.91015625,0.124
43,0.411190053285968,0.904296875,0.126
44,0.4138240574506284,0.900390625,0.128
45,0.42124542124542125,0.8984375,0.13
46,0.4275092936802974,0.8984375,0.132
47,0.43453510436432635,0.89453125,0.134
48,0.44026974951830444,0.892578125,0.136
49,0.4478346456692913,0.888671875,0.138
50,0.45820745216515607,0.888671875,0.14
51,0.4676258992805755,0.888671875,0.142
52,0.4739583333333333,0.888671875,0.144
53,0.48352816153028694,0.888671875,0.146
54,0.4923913043478261,0.884765625,0.148
55,0.5,0.8828125,0.15
56,0.5084745762711864,0.87890625,0.152
57,0.5166475315729047,0.87890625,0.154
58,0.5257009345794392,0.87890625,0.156
59,0.5302491103202847,0.873046875,0.158
60,0.5379061371841155,0.873046875,0.16
61,0.5462392108508015,0.865234375,0.162
62,0.5542929292929293,0.857421875,0.164
63,0.5640362225097024,0.8515625,0.166
64,0.5727513227513228,0.845703125,0.168
65,0.5766129032258065,0.837890625,0.17
66,0.584931506849315,0.833984375,0.172
67,0.5958041958041959,0.83203125,0.174
68,0.6002824858757062,0.830078125,0.176
69,0.6063218390804598,0.82421875,0.178
70,0.6170839469808542,0.818359375,0.18
71,0.6295180722891566,0.81640625,0.182
72,0.6371951219512195,0.81640625,0.184
73,0.6404320987654321,0.810546875,0.186
74,0.6474258970358814,0.810546875,0.188
75,0.6576862123613312,0.810546875,0.19
76,0.6629392971246006,0.810546875,0.192
77,0.6710097719869706,0.8046875,0.194
78,0.6788079470198676,0.80078125,0.196
79,0.6879194630872483,0.80078125,0.198
