,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.932
1,0.0,0.001953125,0.932
2,0.0,0.01953125,0.784
3,0.0,0.025390625,0.78
4,0.0,0.041015625,0.732
5,0.0,0.044921875,0.722
6,0.0,0.0546875,0.69
7,0.0,0.05859375,0.686
8,0.0,0.060546875,0.684
9,0.0,0.064453125,0.682
10,0.0,0.0703125,0.678
11,0.0,0.08203125,0.67
12,0.0,0.083984375,0.668
13,0.0,0.095703125,0.656
14,0.0,0.099609375,0.65
15,0.0,0.107421875,0.646
16,0.0,0.11328125,0.642
17,0.0,0.12109375,0.634
18,0.0,0.123046875,0.632
19,0.0,0.130859375,0.626
20,0.0,0.1328125,0.622
21,0.0,0.13671875,0.62
22,0.0,0.138671875,0.614
23,0.0,0.146484375,0.612
24,0.0,0.158203125,0.606
25,0.0,0.1640625,0.604
26,0.0,0.171875,0.602
27,0.0,0.17578125,0.6
28,0.0,0.177734375,0.598
29,0.0,0.181640625,0.596
30,0.0,0.185546875,0.592
31,0.0,0.189453125,0.59
32,0.0,0.197265625,0.588
33,0.0,0.208984375,0.568
34,0.0,0.212890625,0.564
35,0.0,0.21875,0.56
36,0.0,0.22265625,0.558
37,0.0,0.228515625,0.556
38,0.0,0.236328125,0.552
39,0.0,0.244140625,0.546
40,0.0,0.248046875,0.542
41,0.0,0.25390625,0.54
42,0.0,0.2578125,0.536
43,0.0,0.265625,0.532
44,0.0,0.267578125,0.53
45,0.0,0.271484375,0.528
46,0.0,0.2734375,0.526
47,0.0,0.28125,0.524
48,0.0,0.2890625,0.52
49,0.0,0.291015625,0.516
50,0.0,0.306640625,0.504
51,0.0,0.3125,0.502
52,0.0,0.31640625,0.5
53,0.0,0.318359375,0.498
54,0.0,0.32421875,0.496
55,0.0,0.328125,0.494
56,0.0,0.337890625,0.492
57,0.0,0.357421875,0.48
58,0.0,0.359375,0.478
59,0.00019876764062810574,0.359375,0.476
60,0.00019876764062810574,0.365234375,0.474
61,0.00019876764062810574,0.3671875,0.472
62,0.00019876764062810574,0.375,0.47
63,0.00019876764062810574,0.376953125,0.468
64,0.0005963029218843172,0.3828125,0.466
65,0.0005963029218843172,0.384765625,0.464
66,0.0005963029218843172,0.390625,0.462
67,0.0005963029218843172,0.396484375,0.456
68,0.0005963029218843172,0.404296875,0.454
69,0.0005963029218843172,0.41015625,0.45
70,0.0005963029218843172,0.416015625,0.444
71,0.0005963029218843172,0.423828125,0.442
72,0.0005963029218843172,0.42578125,0.44
73,0.0005963029218843172,0.4296875,0.438
74,0.0005963029218843172,0.4375,0.436
75,0.0005963029218843172,0.45703125,0.422
76,0.0009938382031405286,0.45703125,0.418
77,0.0009938382031405286,0.46484375,0.412
78,0.0009938382031405286,0.46875,0.408
79,0.0009938382031405286,0.47265625,0.404
80,0.0009938382031405286,0.478515625,0.398
81,0.0009938382031405286,0.484375,0.394
82,0.0009938382031405286,0.48828125,0.392
83,0.0013913734843967402,0.5,0.386
84,0.0013913734843967402,0.50390625,0.384
85,0.0013913734843967402,0.5078125,0.38
86,0.0013913734843967402,0.51171875,0.378
87,0.001590141125024846,0.513671875,0.376
88,0.001590141125024846,0.515625,0.372
89,0.001590141125024846,0.52734375,0.37
90,0.001590141125024846,0.53125,0.368
91,0.0017889087656529517,0.53515625,0.366
92,0.0017889087656529517,0.5390625,0.364
93,0.0021864440469091632,0.544921875,0.362
94,0.0021864440469091632,0.548828125,0.36
95,0.002385211687537269,0.5546875,0.358
96,0.002583979328165375,0.5546875,0.356
97,0.0027827469687934803,0.5625,0.354
98,0.0029815146094215863,0.5625,0.352
99,0.003180282250049692,0.56640625,0.35
100,0.003180282250049692,0.572265625,0.348
101,0.003180282250049692,0.57421875,0.346
102,0.0035778175313059034,0.583984375,0.344
103,0.0035778175313059034,0.5859375,0.342
104,0.0035778175313059034,0.58984375,0.34
105,0.003776585171934009,0.591796875,0.338
106,0.003776585171934009,0.595703125,0.334
107,0.0039753528125621145,0.59765625,0.332
108,0.0041741204531902205,0.603515625,0.33
109,0.0041741204531902205,0.60546875,0.328
110,0.0041741204531902205,0.623046875,0.322
111,0.0043728880938183265,0.623046875,0.32
112,0.004770423375074538,0.623046875,0.316
113,0.005366726296958855,0.623046875,0.314
114,0.005366726296958855,0.62890625,0.308
115,0.005366726296958855,0.638671875,0.306
116,0.005764261578215067,0.64453125,0.302
117,0.006161796859471278,0.64453125,0.3
118,0.006360564500099384,0.64453125,0.298
119,0.006360564500099384,0.650390625,0.292
120,0.006758099781355596,0.65234375,0.29
121,0.006758099781355596,0.65625,0.288
122,0.007354402703239913,0.658203125,0.286
123,0.007751937984496124,0.6640625,0.284
124,0.008547008547008548,0.6640625,0.282
125,0.008745776187636653,0.669921875,0.28
126,0.008944543828264758,0.671875,0.278
127,0.008944543828264758,0.67578125,0.276
128,0.009143311468892865,0.67578125,0.274
129,0.00934207910952097,0.6796875,0.272
130,0.009739614390777182,0.6796875,0.27
131,0.010137149672033392,0.685546875,0.268
132,0.0103359173126615,0.689453125,0.266
133,0.010932220234545816,0.689453125,0.264
134,0.010932220234545816,0.69140625,0.262
135,0.011528523156430133,0.693359375,0.26
136,0.011528523156430133,0.697265625,0.258
137,0.011727290797058238,0.69921875,0.256
138,0.012323593718942556,0.705078125,0.254
139,0.013516199562711191,0.7109375,0.252
140,0.013913734843967402,0.7109375,0.25
141,0.014311270125223614,0.71484375,0.248
142,0.014708805406479826,0.716796875,0.246
143,0.015503875968992248,0.728515625,0.244
144,0.015702643609620353,0.728515625,0.242
145,0.016696481812760882,0.73046875,0.24
146,0.016895249453388987,0.734375,0.238
147,0.0172927847346452,0.734375,0.236
148,0.01808785529715762,0.736328125,0.234
149,0.01908169350029815,0.740234375,0.232
150,0.020473066984694893,0.75,0.23
151,0.020671834625323,0.75,0.228
152,0.021268137547207314,0.751953125,0.226
153,0.022063208109719738,0.759765625,0.224
154,0.023255813953488372,0.763671875,0.222
155,0.02564102564102564,0.763671875,0.22
156,0.02564102564102564,0.767578125,0.218
157,0.026436096203538064,0.775390625,0.216
158,0.027231166766050488,0.775390625,0.214
159,0.027827469687934803,0.775390625,0.212
160,0.029020075531703438,0.779296875,0.21
161,0.030013913734843967,0.779296875,0.208
162,0.031007751937984496,0.78515625,0.206
163,0.03220035778175313,0.787109375,0.204
164,0.03398926654740608,0.7890625,0.202
165,0.03538064003180282,0.79296875,0.2
166,0.03697078115682767,0.80078125,0.198
167,0.03856092228185251,0.80078125,0.196
168,0.04015106340687736,0.8046875,0.194
169,0.041939972172530315,0.810546875,0.192
170,0.04293381037567084,0.810546875,0.19
171,0.044921486781951896,0.810546875,0.188
172,0.04631286026634864,0.810546875,0.186
173,0.047306698469489164,0.81640625,0.184
174,0.04889683959451401,0.81640625,0.182
175,0.05167958656330749,0.818359375,0.18
176,0.054462333532100976,0.82421875,0.178
177,0.056251242297753926,0.830078125,0.176
178,0.05744384814152256,0.83203125,0.174
179,0.06022659511031604,0.833984375,0.172
180,0.0626118067978533,0.837890625,0.17
181,0.06420194792287816,0.845703125,0.168
182,0.06698469489167164,0.8515625,0.166
183,0.07016497714172133,0.857421875,0.164
184,0.07314649175114292,0.865234375,0.162
185,0.0763267740011926,0.873046875,0.16
186,0.07871198568872988,0.873046875,0.158
187,0.08069966209501094,0.87890625,0.156
188,0.08368117670443252,0.87890625,0.154
189,0.086463923673226,0.87890625,0.152
190,0.08984297356390379,0.8828125,0.15
191,0.09282448817332538,0.884765625,0.148
192,0.09660107334525939,0.888671875,0.146
193,0.10037765851719341,0.888671875,0.144
194,0.10296163784535878,0.888671875,0.142
195,0.1069369906579209,0.888671875,0.14
196,0.11150864639236732,0.888671875,0.138
197,0.11548399920492944,0.892578125,0.136
198,0.11846551381435103,0.89453125,0.134
199,0.12244086662691314,0.8984375,0.132
200,0.12562114887696282,0.8984375,0.13
201,0.12979526933015306,0.900390625,0.128
202,0.13178294573643412,0.904296875,0.126
203,0.1349632279864838,0.91015625,0.124
204,0.1379447425959054,0.9140625,0.122
205,0.14311270125223613,0.91796875,0.12
206,0.14649175114291393,0.923828125,0.118
207,0.1518584774398728,0.927734375,0.116
208,0.1556350626118068,0.935546875,0.114
209,0.16279069767441862,0.9375,0.112
210,0.16696481812760883,0.939453125,0.11
211,0.172927847346452,0.94140625,0.108
212,0.17908964420592327,0.943359375,0.106
213,0.18485390578413835,0.947265625,0.104
214,0.1900218644404691,0.94921875,0.102
215,0.197376267143709,0.953125,0.1
216,0.2045319022063208,0.95703125,0.098
217,0.21188630490956073,0.9609375,0.096
218,0.21924070761280062,0.9609375,0.094
219,0.2277877161598092,0.96484375,0.092
220,0.24647187437885112,0.96484375,0.088
221,0.25760286225402507,0.96484375,0.086
222,0.2673424766448022,0.966796875,0.084
223,0.27628702047306697,0.970703125,0.082
224,0.2882130789107533,0.97265625,0.08
225,0.29596501689524946,0.97265625,0.078
226,0.3047107930828861,0.97265625,0.076
227,0.3184257602862254,0.97265625,0.074
228,0.32995428344265554,0.974609375,0.072
229,0.3434704830053667,0.9765625,0.07
