,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.938
1,0.0,0.001953125,0.938
2,0.0,0.0234375,0.804
3,0.0,0.029296875,0.802
4,0.0,0.03125,0.8
5,0.0,0.0390625,0.792
6,0.0,0.052734375,0.75
7,0.0,0.056640625,0.746
8,0.0,0.0703125,0.732
9,0.0,0.07421875,0.724
10,0.0,0.080078125,0.722
11,0.0,0.0859375,0.698
12,0.0,0.091796875,0.696
13,0.0,0.095703125,0.678
14,0.0,0.107421875,0.674
15,0.0,0.109375,0.67
16,0.0,0.11328125,0.662
17,0.0,0.1171875,0.658
18,0.0,0.12109375,0.656
19,0.0,0.123046875,0.654
20,0.0,0.126953125,0.65
21,0.0,0.12890625,0.648
22,0.0,0.1328125,0.646
23,0.0,0.138671875,0.636
24,0.0,0.150390625,0.632
25,0.0,0.154296875,0.628
26,0.0,0.162109375,0.622
27,0.0,0.166015625,0.616
28,0.0,0.169921875,0.614
29,0.0,0.171875,0.612
30,0.0,0.17578125,0.61
31,0.000198294665873488,0.177734375,0.608
32,0.000198294665873488,0.189453125,0.598
33,0.000198294665873488,0.19140625,0.596
34,0.000198294665873488,0.1953125,0.594
35,0.000198294665873488,0.197265625,0.592
36,0.000198294665873488,0.201171875,0.584
37,0.000198294665873488,0.208984375,0.582
38,0.000198294665873488,0.212890625,0.58
39,0.000198294665873488,0.21484375,0.578
40,0.000198294665873488,0.21875,0.576
41,0.000198294665873488,0.220703125,0.574
42,0.000198294665873488,0.232421875,0.57
43,0.000198294665873488,0.234375,0.568
44,0.000198294665873488,0.240234375,0.566
45,0.000198294665873488,0.248046875,0.56
46,0.000198294665873488,0.251953125,0.558
47,0.000198294665873488,0.263671875,0.554
48,0.000198294665873488,0.267578125,0.548
49,0.000198294665873488,0.271484375,0.546
50,0.000198294665873488,0.27734375,0.544
51,0.000198294665873488,0.28125,0.542
52,0.000198294665873488,0.283203125,0.54
53,0.000198294665873488,0.287109375,0.538
54,0.000198294665873488,0.2890625,0.536
55,0.000198294665873488,0.29296875,0.53
56,0.000198294665873488,0.302734375,0.528
