,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.938
1,0.0,0.001953125,0.938
2,0.0,0.01953125,0.81
3,0.0,0.0234375,0.804
4,0.0,0.02734375,0.798
5,0.0,0.033203125,0.79
6,0.0,0.0390625,0.778
7,0.0,0.04296875,0.776
8,0.00019944156362185878,0.04296875,0.774
9,0.00019944156362185878,0.05078125,0.746
10,0.00019944156362185878,0.056640625,0.744
11,0.00019944156362185878,0.060546875,0.74
12,0.00019944156362185878,0.064453125,0.736
13,0.00019944156362185878,0.068359375,0.726
14,0.00019944156362185878,0.072265625,0.718
15,0.00019944156362185878,0.083984375,0.69
16,0.00019944156362185878,0.087890625,0.688
17,0.00019944156362185878,0.08984375,0.684
18,0.00019944156362185878,0.09765625,0.676
19,0.00019944156362185878,0.103515625,0.666
20,0.00019944156362185878,0.11328125,0.664
21,0.00019944156362185878,0.1171875,0.658
22,0.00019944156362185878,0.12109375,0.654
23,0.00019944156362185878,0.125,0.652
24,0.00019944156362185878,0.130859375,0.642
25,0.00019944156362185878,0.134765625,0.64
26,0.00019944156362185878,0.13671875,0.638
27,0.00019944156362185878,0.140625,0.636
28,0.00019944156362185878,0.142578125,0.634
29,0.00019944156362185878,0.146484375,0.63
30,0.00019944156362185878,0.15625,0.626
31,0.00019944156362185878,0.16015625,0.62
32,0.00019944156362185878,0.16796875,0.616
33,0.00019944156362185878,0.17578125,0.612
34,0.00019944156362185878,0.181640625,0.602
35,0.00019944156362185878,0.189453125,0.598
36,0.00019944156362185878,0.19140625,0.59
37,0.00019944156362185878,0.1953125,0.588
38,0.00019944156362185878,0.2109375,0.584
39,0.00019944156362185878,0.21484375,0.582
40,0.00019944156362185878,0.220703125,0.572
41,0.00019944156362185878,0.224609375,0.57
42,0.00019944156362185878,0.2265625,0.568
43,0.00019944156362185878,0.232421875,0.566
44,0.00019944156362185878,0.236328125,0.564
45,0.00019944156362185878,0.2421875,0.562
46,0.00019944156362185878,0.244140625,0.56
47,0.00019944156362185878,0.248046875,0.558
48,0.00019944156362185878,0.25,0.556
49,0.00019944156362185878,0.25390625,0.554
