,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.884
1,0.0,0.001953125,0.884
2,0.0,0.01953125,0.77
3,0.0,0.025390625,0.76
4,0.0,0.02734375,0.754
5,0.0,0.03125,0.752
6,0.0,0.041015625,0.738
7,0.0,0.048828125,0.73
8,0.0,0.056640625,0.714
9,0.0,0.060546875,0.712
10,0.0,0.06640625,0.694
11,0.0,0.0703125,0.684
12,0.00019912385503783353,0.072265625,0.682
13,0.00019912385503783353,0.07421875,0.676
14,0.00019912385503783353,0.078125,0.674
15,0.00019912385503783353,0.08203125,0.666
16,0.00019912385503783353,0.0859375,0.664
17,0.00019912385503783353,0.09375,0.662
18,0.00019912385503783353,0.095703125,0.656
19,0.00019912385503783353,0.103515625,0.65
20,0.00019912385503783353,0.11328125,0.638
21,0.00019912385503783353,0.12109375,0.636
22,0.00019912385503783353,0.125,0.634
23,0.00019912385503783353,0.12890625,0.63
24,0.00019912385503783353,0.134765625,0.628
25,0.00019912385503783353,0.13671875,0.626
26,0.00019912385503783353,0.14453125,0.622
27,0.00019912385503783353,0.150390625,0.614
28,0.00019912385503783353,0.15625,0.61
29,0.00039824771007566706,0.15625,0.608
30,0.00039824771007566706,0.158203125,0.606
31,0.00039824771007566706,0.1640625,0.602
32,0.00039824771007566706,0.171875,0.598
33,0.00039824771007566706,0.17578125,0.586
34,0.00039824771007566706,0.185546875,0.584
35,0.00039824771007566706,0.189453125,0.578
36,0.00039824771007566706,0.193359375,0.572
37,0.00039824771007566706,0.1953125,0.57
38,0.00039824771007566706,0.19921875,0.568
39,0.00039824771007566706,0.205078125,0.566
40,0.00039824771007566706,0.20703125,0.564
41,0.00039824771007566706,0.21875,0.558
42,0.00039824771007566706,0.22265625,0.556
43,0.00039824771007566706,0.228515625,0.554
44,0.00039824771007566706,0.23046875,0.55
45,0.00039824771007566706,0.234375,0.548
46,0.00039824771007566706,0.236328125,0.546
47,0.00039824771007566706,0.2421875,0.544
48,0.00039824771007566706,0.244140625,0.542
49,0.00039824771007566706,0.25,0.54
50,0.00039824771007566706,0.25390625,0.538
51,0.00039824771007566706,0.263671875,0.536
52,0.00039824771007566706,0.265625,0.534
53,0.00039824771007566706,0.271484375,0.532
54,0.00039824771007566706,0.28125,0.518
55,0.00039824771007566706,0.28515625,0.514
56,0.00039824771007566706,0.291015625,0.512
57,0.00039824771007566706,0.298828125,0.504
58,0.00039824771007566706,0.30078125,0.502
59,0.00039824771007566706,0.3046875,0.5
60,0.00039824771007566706,0.310546875,0.498
61,0.00039824771007566706,0.314453125,0.496
62,0.00039824771007566706,0.33203125,0.49
63,0.0005973715651135006,0.333984375,0.488
64,0.0005973715651135006,0.337890625,0.484
65,0.0005973715651135006,0.33984375,0.482
66,0.0005973715651135006,0.345703125,0.478
67,0.0005973715651135006,0.349609375,0.476
68,0.0005973715651135006,0.3515625,0.472
69,0.0005973715651135006,0.357421875,0.47
70,0.0005973715651135006,0.365234375,0.468
71,0.0005973715651135006,0.3671875,0.466
72,0.0005973715651135006,0.37109375,0.462
73,0.0005973715651135006,0.376953125,0.46
74,0.0005973715651135006,0.380859375,0.458
75,0.0005973715651135006,0.3828125,0.456
76,0.0005973715651135006,0.390625,0.454
