,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.9340000000000002
1,0.0,0.001953125,0.934
2,0.0,0.029296875,0.764
3,0.0,0.033203125,0.762
4,0.0,0.04296875,0.728
5,0.0,0.046875,0.726
6,0.0,0.05078125,0.706
7,0.0,0.0546875,0.702
8,0.0,0.06640625,0.682
9,0.0,0.0703125,0.676
10,0.0,0.072265625,0.674
11,0.0,0.076171875,0.672
12,0.0,0.08203125,0.656
13,0.0,0.0859375,0.654
14,0.0,0.087890625,0.652
15,0.0,0.095703125,0.65
16,0.0,0.103515625,0.642
17,0.0,0.11328125,0.638
18,0.0,0.12109375,0.63
19,0.0,0.123046875,0.628
20,0.0,0.134765625,0.624
21,0.0,0.14453125,0.622
22,0.0,0.146484375,0.62
23,0.0,0.154296875,0.616
24,0.0,0.15625,0.614
25,0.0,0.16796875,0.61
26,0.0,0.171875,0.602
27,0.0,0.17578125,0.6
28,0.0,0.177734375,0.598
29,0.0,0.185546875,0.594
30,0.0,0.1875,0.592
31,0.0,0.19140625,0.59
32,0.0,0.1953125,0.582
33,0.0,0.203125,0.58
34,0.0,0.20703125,0.578
35,0.0,0.208984375,0.574
36,0.0,0.21875,0.57
37,0.0,0.220703125,0.568
38,0.0,0.2265625,0.566
39,0.0,0.234375,0.562
40,0.0,0.236328125,0.556
41,0.0,0.240234375,0.554
42,0.0,0.248046875,0.542
43,0.0,0.25390625,0.54
44,0.0,0.2578125,0.538
45,0.0,0.263671875,0.536
46,0.0,0.267578125,0.534
47,0.0,0.2734375,0.532
48,0.0,0.27734375,0.53
49,0.0,0.279296875,0.528
50,0.0,0.28515625,0.526
51,0.0,0.29296875,0.52
52,0.0,0.294921875,0.518
53,0.0,0.306640625,0.514
54,0.0,0.314453125,0.512
55,0.0,0.318359375,0.508
56,0.0,0.322265625,0.506
57,0.00019892580067634773,0.32421875,0.502
58,0.00019892580067634773,0.326171875,0.5
59,0.00019892580067634773,0.33203125,0.498
60,0.00019892580067634773,0.3359375,0.494
61,0.00039785160135269546,0.337890625,0.492
62,0.00039785160135269546,0.34375,0.488
63,0.00039785160135269546,0.3515625,0.486
64,0.00039785160135269546,0.353515625,0.482
65,0.00039785160135269546,0.365234375,0.478
66,0.0005967774020290431,0.37109375,0.476
67,0.0005967774020290431,0.375,0.474
68,0.0007957032027053909,0.376953125,0.47
69,0.0007957032027053909,0.37890625,0.468
70,0.0007957032027053909,0.3828125,0.464
71,0.0009946290033817386,0.3828125,0.462
72,0.0009946290033817386,0.38671875,0.458
73,0.0009946290033817386,0.390625,0.456
74,0.0009946290033817386,0.40234375,0.452
75,0.0009946290033817386,0.41015625,0.45
76,0.0009946290033817386,0.4140625,0.448
77,0.0009946290033817386,0.421875,0.446
78,0.0009946290033817386,0.4296875,0.442
79,0.0009946290033817386,0.43359375,0.436
80,0.0009946290033817386,0.44140625,0.432
81,0.0009946290033817386,0.4453125,0.43
82,0.0009946290033817386,0.451171875,0.428
83,0.0009946290033817386,0.453125,0.426
84,0.0011935548040580863,0.45703125,0.424
85,0.0015914064054107818,0.462890625,0.422
86,0.0015914064054107818,0.470703125,0.418
87,0.0015914064054107818,0.47265625,0.414
88,0.0017903322060871295,0.47265625,0.408
89,0.0017903322060871295,0.474609375,0.406
90,0.0017903322060871295,0.482421875,0.402
91,0.0017903322060871295,0.48828125,0.4
92,0.0017903322060871295,0.490234375,0.398
93,0.0017903322060871295,0.49609375,0.396
94,0.0017903322060871295,0.50390625,0.386
95,0.001989258006763477,0.505859375,0.384
96,0.001989258006763477,0.509765625,0.382
97,0.001989258006763477,0.515625,0.376
98,0.001989258006763477,0.51953125,0.374
99,0.001989258006763477,0.525390625,0.372
100,0.002188183807439825,0.533203125,0.37
