,roc_fpr_kge_rf,roc_tpr_kge_rf,roc_threshold_kge_rf
0,0.0,0.0,1.908
1,0.0,0.001953125,0.908
2,0.0,0.00390625,0.904
3,0.0,0.0078125,0.89
4,0.0,0.017578125,0.82
5,0.0,0.021484375,0.818
6,0.0,0.02734375,0.78
7,0.0,0.0390625,0.742
8,0.0,0.044921875,0.73
9,0.0,0.05078125,0.728
10,0.0,0.064453125,0.682
11,0.0,0.0703125,0.676
12,0.0,0.072265625,0.674
13,0.0,0.080078125,0.666
14,0.0,0.0859375,0.656
15,0.0,0.09375,0.652
16,0.0,0.095703125,0.648
17,0.0,0.099609375,0.646
18,0.0,0.107421875,0.634
19,0.0,0.115234375,0.632
20,0.0,0.12109375,0.63
21,0.0,0.125,0.628
22,0.0,0.12890625,0.622
23,0.0,0.1328125,0.614
24,0.0,0.138671875,0.612
25,0.0,0.142578125,0.606
26,0.0,0.1484375,0.604
27,0.0,0.154296875,0.598
28,0.0,0.158203125,0.596
29,0.0,0.166015625,0.594
30,0.0,0.169921875,0.592
31,0.0,0.17578125,0.588
32,0.0,0.177734375,0.586
33,0.0,0.189453125,0.576
34,0.0,0.1953125,0.57
35,0.0,0.20703125,0.562
36,0.0,0.21484375,0.56
37,0.0,0.220703125,0.558
38,0.0,0.224609375,0.556
39,0.0,0.228515625,0.552
40,0.0,0.236328125,0.548
41,0.0,0.2421875,0.546
42,0.0,0.244140625,0.542
43,0.0,0.248046875,0.54
44,0.0,0.25,0.538
45,0.0,0.25390625,0.534
46,0.0,0.26171875,0.53
47,0.0,0.267578125,0.526
48,0.0,0.271484375,0.524
49,0.0,0.2734375,0.522
50,0.0,0.27734375,0.52
51,0.0,0.283203125,0.518
52,0.0,0.291015625,0.514
53,0.0,0.296875,0.512
54,0.0,0.30078125,0.51
55,0.0,0.302734375,0.508
56,0.0,0.30859375,0.506
57,0.0,0.31640625,0.502
58,0.0,0.32421875,0.5
59,0.0,0.330078125,0.494
60,0.0,0.333984375,0.488
61,0.0,0.3359375,0.486
62,0.0,0.341796875,0.484
63,0.0,0.34375,0.482
64,0.0,0.349609375,0.48
65,0.0,0.3515625,0.476
66,0.0,0.359375,0.474
67,0.0,0.37109375,0.47
68,0.00019868865487780648,0.376953125,0.468
69,0.00019868865487780648,0.38671875,0.454
70,0.00039737730975561295,0.390625,0.452
71,0.0005960659646334195,0.392578125,0.446
72,0.0005960659646334195,0.404296875,0.442
73,0.0005960659646334195,0.408203125,0.436
74,0.0005960659646334195,0.41796875,0.434
75,0.0007947546195112259,0.419921875,0.432
76,0.0007947546195112259,0.421875,0.43
77,0.0009934432743890324,0.421875,0.426
78,0.0009934432743890324,0.4296875,0.424
79,0.001192131929266839,0.4375,0.422
80,0.001192131929266839,0.44140625,0.42
81,0.001192131929266839,0.451171875,0.418
82,0.001192131929266839,0.455078125,0.416
83,0.001192131929266839,0.4609375,0.41
84,0.001192131929266839,0.46484375,0.408
