,roc_auc,pr_auc
0,0.9415477300995024,0.7039510056004826
1,0.9358716180057747,0.6854257888996221
2,0.9056779078305456,0.6012830863393716
3,0.9424562047640294,0.696066186244483
4,0.9201663551808066,0.6464397954008724
5,0.9190093842913778,0.6095506005501903
6,0.9383464580424811,0.6919785286890155
7,0.9283152227968967,0.6342594063760245
8,0.9365737117372293,0.6717579496197118
9,0.9275884854953064,0.6522569145710883
