,roc_fpr_nfm,roc_tpr_nfm,roc_threshold_nfm
0,0.0,0.0,1.9999974
1,0.0,0.001953125,0.99999744
2,0.00019912385503783353,0.001953125,0.9999782
3,0.00019912385503783353,0.1015625,0.99885404
4,0.00039824771007566706,0.1015625,0.9988444
5,0.00039824771007566706,0.142578125,0.99853355
6,0.0005973715651135006,0.142578125,0.9985137
7,0.0005973715651135006,0.1640625,0.9979553
8,0.0007964954201513341,0.1640625,0.99791014
9,0.0007964954201513341,0.197265625,0.9971725
10,0.0009956192751891676,0.197265625,0.9971684
11,0.0009956192751891676,0.259765625,0.9946909
12,0.0011947431302270011,0.259765625,0.9945251
13,0.0011947431302270011,0.26171875,0.99441564
14,0.0013938669852648347,0.26171875,0.99410534
15,0.0013938669852648347,0.28515625,0.9928504
16,0.0015929908403026682,0.28515625,0.9927174
17,0.0015929908403026682,0.33203125,0.9893136
18,0.0017921146953405018,0.33203125,0.98918474
19,0.0017921146953405018,0.369140625,0.9863538
20,0.001991238550378335,0.369140625,0.9861221
21,0.001991238550378335,0.37109375,0.98570687
22,0.002190362405416169,0.37109375,0.9854493
23,0.002190362405416169,0.38671875,0.98451906
24,0.0023894862604540022,0.38671875,0.98433137
25,0.0023894862604540022,0.404296875,0.98197234
26,0.002588610115491836,0.404296875,0.9819129
27,0.002588610115491836,0.43359375,0.9788624
28,0.0027877339705296694,0.43359375,0.97882223
29,0.0027877339705296694,0.4375,0.97819024
30,0.002986857825567503,0.4375,0.97775114
31,0.002986857825567503,0.4765625,0.9733568
32,0.0033851055356431702,0.4765625,0.97296613
33,0.0033851055356431702,0.478515625,0.97295815
34,0.0035842293906810036,0.478515625,0.9726251
35,0.0035842293906810036,0.505859375,0.9676118
36,0.003783353245718837,0.505859375,0.96670437
37,0.003783353245718837,0.515625,0.9635401
38,0.00398247710075667,0.515625,0.9628377
39,0.00398247710075667,0.533203125,0.95940983
40,0.004181600955794504,0.533203125,0.9588806
41,0.004181600955794504,0.537109375,0.956679
42,0.004380724810832338,0.537109375,0.95651364
43,0.004380724810832338,0.546875,0.95428455
44,0.004579848665870172,0.546875,0.95387733
45,0.004579848665870172,0.552734375,0.9533544
46,0.0047789725209080045,0.552734375,0.9530707
47,0.0047789725209080045,0.568359375,0.94919944
48,0.004978096375945838,0.568359375,0.94843495
49,0.004978096375945838,0.5859375,0.9443779
50,0.005177220230983672,0.5859375,0.94373906
51,0.005177220230983672,0.58984375,0.9436141
52,0.005376344086021506,0.58984375,0.94270444
53,0.005376344086021506,0.6015625,0.93948424
54,0.005575467941059339,0.6015625,0.939078
55,0.005575467941059339,0.607421875,0.93854606
56,0.0057745917960971725,0.607421875,0.9367714
57,0.0057745917960971725,0.61328125,0.9357367
58,0.005973715651135006,0.61328125,0.9347997
59,0.005973715651135006,0.630859375,0.92643
60,0.006172839506172839,0.630859375,0.9262279
61,0.006172839506172839,0.6328125,0.92549014
62,0.006571087216248507,0.6328125,0.9240592
63,0.006571087216248507,0.634765625,0.92381966
64,0.0067702110712863405,0.634765625,0.9231042
65,0.0067702110712863405,0.64453125,0.92026925
66,0.007765830346475508,0.64453125,0.9195667
67,0.007765830346475508,0.65234375,0.91129655
68,0.00796495420151334,0.65234375,0.9111992
69,0.00796495420151334,0.662109375,0.9079329
70,0.008164078056551175,0.662109375,0.90789783
71,0.008164078056551175,0.66796875,0.90658283
72,0.008363201911589008,0.66796875,0.90371543
73,0.008363201911589008,0.67578125,0.9003775
74,0.008761449621664676,0.67578125,0.89723927
75,0.008761449621664676,0.693359375,0.8900375
76,0.008960573476702509,0.693359375,0.8897698
77,0.008960573476702509,0.6953125,0.8879386
78,0.009159697331740343,0.6953125,0.8875564
79,0.009159697331740343,0.69921875,0.8853004
80,0.009358821186778176,0.69921875,0.8848436
81,0.009358821186778176,0.712890625,0.8787664
82,0.009557945041816009,0.712890625,0.87792015
83,0.009557945041816009,0.71484375,0.87688375
84,0.009956192751891677,0.71484375,0.87626964
85,0.009956192751891677,0.716796875,0.87458706
86,0.01015531660692951,0.716796875,0.87337506
87,0.01015531660692951,0.728515625,0.862692
88,0.010354440461967344,0.728515625,0.85850084
89,0.010354440461967344,0.73046875,0.8583391
90,0.010553564317005177,0.73046875,0.85573184
91,0.010553564317005177,0.73828125,0.8502281
92,0.010752688172043012,0.73828125,0.84966326
93,0.010752688172043012,0.748046875,0.84017605
94,0.011748307447232178,0.748046875,0.82704866
95,0.011748307447232178,0.75,0.82692754
96,0.011947431302270013,0.75,0.82621217
97,0.011947431302270013,0.755859375,0.8211027
98,0.012544802867383513,0.755859375,0.80503035
99,0.012544802867383513,0.77734375,0.7926258
100,0.012743926722421346,0.77734375,0.78321743
101,0.012743926722421346,0.779296875,0.7788367
102,0.012943050577459179,0.779296875,0.778828
103,0.012943050577459179,0.78125,0.777555
104,0.013341298287534846,0.78125,0.77378106
105,0.013341298287534846,0.7890625,0.7688849
106,0.013540422142572681,0.7890625,0.766853
107,0.013540422142572681,0.79296875,0.7660668
108,0.013938669852648347,0.79296875,0.76238084
109,0.013938669852648347,0.794921875,0.76144856
110,0.014536041417761847,0.794921875,0.7543273
111,0.014536041417761847,0.798828125,0.7518276
112,0.014735165272799682,0.798828125,0.749824
113,0.014735165272799682,0.802734375,0.7429265
114,0.014934289127837515,0.802734375,0.7415916
115,0.014934289127837515,0.80859375,0.7353413
116,0.015133412982875348,0.80859375,0.7327544
117,0.015133412982875348,0.8125,0.7253287
118,0.01573078454798885,0.8125,0.7200985
119,0.01573078454798885,0.814453125,0.7182213
120,0.01592990840302668,0.814453125,0.7144804
121,0.01592990840302668,0.8203125,0.7049507
122,0.016129032258064516,0.8203125,0.70028985
123,0.016129032258064516,0.82421875,0.6912031
124,0.01692552767821585,0.82421875,0.66389745
125,0.01692552767821585,0.828125,0.656733
126,0.017323775388291517,0.828125,0.6415875
127,0.017323775388291517,0.833984375,0.6336901
128,0.017722023098367186,0.833984375,0.6285814
129,0.017722023098367186,0.84375,0.6121669
130,0.01812027080844285,0.84375,0.6079623
131,0.01812027080844285,0.849609375,0.5992037
132,0.018518518518518517,0.849609375,0.5974121
133,0.018518518518518517,0.8515625,0.59137243
134,0.019315013938669853,0.8515625,0.57698536
135,0.019315013938669853,0.85546875,0.5708962
136,0.019514137793707687,0.85546875,0.5678576
137,0.019514137793707687,0.859375,0.5578236
138,0.020111509358821188,0.859375,0.55480975
139,0.020111509358821188,0.861328125,0.55335647
140,0.02031063321385902,0.861328125,0.55269516
141,0.02031063321385902,0.8671875,0.5305944
142,0.021107128634010354,0.8671875,0.5181694
143,0.021107128634010354,0.87890625,0.50461465
144,0.021505376344086023,0.87890625,0.5002786
145,0.021505376344086023,0.880859375,0.4983596
146,0.022102747909199524,0.880859375,0.47914532
147,0.022102747909199524,0.88671875,0.4753832
148,0.02429311031461569,0.88671875,0.45910358
149,0.02429311031461569,0.888671875,0.45791692
150,0.025288729589804857,0.888671875,0.44533294
151,0.025288729589804857,0.890625,0.4427319
152,0.026881720430107527,0.890625,0.42795908
153,0.026881720430107527,0.892578125,0.42392123
154,0.027678215850258862,0.892578125,0.41419566
155,0.027678215850258862,0.89453125,0.41263294
156,0.027877339705296694,0.89453125,0.4124367
157,0.027877339705296694,0.896484375,0.40851846
158,0.028076463560334528,0.896484375,0.40544468
159,0.028076463560334528,0.8984375,0.40524215
160,0.02867383512544803,0.8984375,0.4018828
161,0.02867383512544803,0.900390625,0.4015001
162,0.02986857825567503,0.900390625,0.38191736
163,0.02986857825567503,0.90234375,0.38141584
164,0.030864197530864196,0.90234375,0.3601777
165,0.030864197530864196,0.904296875,0.35313922
166,0.032457188371166866,0.904296875,0.3342417
167,0.032457188371166866,0.90625,0.3341304
168,0.0338510553564317,0.90625,0.31456426
169,0.0338510553564317,0.908203125,0.31307054
170,0.03464755077658303,0.908203125,0.3066535
171,0.03464755077658303,0.91015625,0.30472875
172,0.038231780167264036,0.91015625,0.27288127
173,0.038231780167264036,0.912109375,0.26870885
174,0.041417761847869376,0.912109375,0.24107155
175,0.041417761847869376,0.9140625,0.24003235
176,0.04201513341298287,0.9140625,0.2353462
177,0.04201513341298287,0.916015625,0.2353288
178,0.043010752688172046,0.916015625,0.22974962
179,0.043010752688172046,0.919921875,0.22883376
180,0.04380724810832338,0.919921875,0.22393295
181,0.04380724810832338,0.923828125,0.22211802
182,0.04460374352847471,0.923828125,0.21970508
183,0.04460374352847471,0.92578125,0.21886736
184,0.045599362803663876,0.92578125,0.21652886
185,0.045599362803663876,0.927734375,0.21581429
186,0.047988849064117885,0.927734375,0.1974437
187,0.047988849064117885,0.9296875,0.19718158
188,0.04818797291915571,0.9296875,0.19716436
189,0.04818797291915571,0.931640625,0.19618696
190,0.048785344484269216,0.931640625,0.19147068
191,0.048785344484269216,0.93359375,0.1914658
192,0.05276782158502589,0.93359375,0.1680696
193,0.05276782158502589,0.935546875,0.1680339
194,0.053763440860215055,0.935546875,0.16537595
195,0.053763440860215055,0.939453125,0.16431272
196,0.05515730784547989,0.939453125,0.15284052
197,0.05515730784547989,0.94140625,0.15111849
198,0.055356431700517725,0.94140625,0.14929706
199,0.055356431700517725,0.943359375,0.14479414
200,0.06571087216248507,0.943359375,0.109184206
201,0.06571087216248507,0.9453125,0.109000504
202,0.0659099960175229,0.9453125,0.108887374
203,0.0659099960175229,0.947265625,0.1086745
