,pr_precision_rf,pr_recall_rf,pr_threshold_rf
0,0.09799043062200957,1.0,0.005
1,0.10619285120532003,0.998046875,0.01
2,0.11647597254004577,0.994140625,0.015
3,0.12776104417670683,0.994140625,0.02
4,0.1390565002742732,0.990234375,0.025
5,0.14971835161577232,0.986328125,0.03
6,0.16100064143681847,0.98046875,0.035
7,0.17277125086385625,0.9765625,0.04
8,0.18474639022584227,0.974609375,0.045
9,0.19816951850378034,0.97265625,0.05
10,0.20831583368332635,0.96875,0.055
11,0.21902654867256638,0.966796875,0.06
12,0.23105706267539758,0.96484375,0.065
13,0.24072265625,0.962890625,0.07
14,0.25244719216898504,0.95703125,0.075
15,0.26435536294691225,0.953125,0.08
16,0.272419627749577,0.943359375,0.085
17,0.2814511410181393,0.939453125,0.09
18,0.2929663608562691,0.935546875,0.095
19,0.3033779477374124,0.9296875,0.1
20,0.3136604774535809,0.923828125,0.105
21,0.32914046121593293,0.919921875,0.11
22,0.33962264150943394,0.9140625,0.115
23,0.34854151084517576,0.91015625,0.12
24,0.3612403100775194,0.91015625,0.125
25,0.3696,0.90234375,0.13
26,0.38016528925619836,0.8984375,0.135
27,0.39276485788113696,0.890625,0.14
28,0.4010647737355812,0.8828125,0.145
29,0.40962761126248864,0.880859375,0.15
30,0.4209039548022599,0.873046875,0.155
31,0.4351219512195122,0.87109375,0.16
32,0.4475806451612903,0.8671875,0.165
33,0.4603340292275574,0.861328125,0.17
34,0.4662379421221865,0.849609375,0.175
35,0.47414741474147415,0.841796875,0.18
36,0.4869466515323496,0.837890625,0.185
37,0.4970691676436108,0.828125,0.19
38,0.5060240963855421,0.8203125,0.195
39,0.5142503097893433,0.810546875,0.2
40,0.5255102040816326,0.8046875,0.205
41,0.5380577427821522,0.80078125,0.21
42,0.5447263017356475,0.796875,0.215
43,0.5615491009681881,0.79296875,0.22
44,0.5706214689265536,0.7890625,0.225
45,0.5741007194244604,0.779296875,0.23
46,0.5846833578792342,0.775390625,0.235
47,0.5918674698795181,0.767578125,0.24
48,0.5984732824427481,0.765625,0.245
49,0.6125984251968504,0.759765625,0.25
50,0.6245954692556634,0.75390625,0.255
51,0.64,0.75,0.26
52,0.654639175257732,0.744140625,0.265
53,0.6596858638743456,0.73828125,0.27
54,0.6702702702702703,0.7265625,0.275
55,0.6821561338289963,0.716796875,0.28
56,0.6965648854961832,0.712890625,0.285
57,0.7125984251968503,0.70703125,0.29
58,0.7276422764227642,0.69921875,0.295
59,0.737603305785124,0.697265625,0.3
60,0.7473684210526316,0.693359375,0.305
61,0.7575757575757576,0.68359375,0.31
62,0.7620087336244541,0.681640625,0.315
63,0.7694013303769401,0.677734375,0.32
64,0.7740492170022372,0.67578125,0.325
65,0.7862068965517242,0.66796875,0.33
66,0.7930232558139535,0.666015625,0.335
67,0.7962529274004684,0.6640625,0.34
68,0.8066825775656324,0.66015625,0.345
69,0.8175182481751825,0.65625,0.35
70,0.8271604938271605,0.654296875,0.355
71,0.8266331658291457,0.642578125,0.36
72,0.8316326530612245,0.63671875,0.365
73,0.8337595907928389,0.63671875,0.37
74,0.8433420365535248,0.630859375,0.375
75,0.8488063660477454,0.625,0.38
76,0.8486486486486486,0.61328125,0.385
77,0.8482384823848238,0.611328125,0.39
78,0.8469945355191257,0.60546875,0.395
79,0.8484848484848485,0.6015625,0.4
80,0.8535211267605634,0.591796875,0.405
81,0.8579545454545454,0.58984375,0.41
82,0.8595988538681948,0.5859375,0.415
83,0.8621700879765396,0.57421875,0.42
84,0.8694362017804155,0.572265625,0.425
85,0.8711656441717791,0.5546875,0.43
86,0.8730650154798761,0.55078125,0.435
87,0.8757763975155279,0.55078125,0.44
88,0.8738170347003155,0.541015625,0.445
89,0.8814102564102564,0.537109375,0.45
90,0.8838709677419355,0.53515625,0.455
91,0.8844884488448845,0.5234375,0.46
92,0.8833333333333333,0.517578125,0.465
93,0.8825503355704698,0.513671875,0.47
94,0.8817567567567568,0.509765625,0.475
95,0.8847457627118644,0.509765625,0.48
96,0.886986301369863,0.505859375,0.485
97,0.8885017421602788,0.498046875,0.49
98,0.8869257950530035,0.490234375,0.495
99,0.8880866425992779,0.48046875,0.5
100,0.8929889298892989,0.47265625,0.505
101,0.8992537313432836,0.470703125,0.51
102,0.9003831417624522,0.458984375,0.515
103,0.9066147859922179,0.455078125,0.52
104,0.9090909090909091,0.44921875,0.525
105,0.9196787148594378,0.447265625,0.53
106,0.9173553719008265,0.43359375,0.535
107,0.9163179916317992,0.427734375,0.54
108,0.9188034188034188,0.419921875,0.545
109,0.9177489177489178,0.4140625,0.55
110,0.9173913043478261,0.412109375,0.56
111,0.9241071428571429,0.404296875,0.565
112,0.9321266968325792,0.40234375,0.57
113,0.9351851851851852,0.39453125,0.575
114,0.9342723004694836,0.388671875,0.58
115,0.9428571428571428,0.38671875,0.585
116,0.9420289855072463,0.380859375,0.59
117,0.9447236180904522,0.3671875,0.595
118,0.9444444444444444,0.365234375,0.6
119,0.9484536082474226,0.359375,0.605
120,0.946524064171123,0.345703125,0.61
121,0.9459459459459459,0.341796875,0.615
122,0.9453551912568307,0.337890625,0.62
123,0.945054945054945,0.3359375,0.625
124,0.943502824858757,0.326171875,0.63
125,0.9473684210526315,0.31640625,0.635
126,0.9523809523809523,0.3125,0.64
127,0.9573170731707317,0.306640625,0.645
128,0.9625,0.30078125,0.65
129,0.9681528662420382,0.296875,0.655
130,0.9733333333333334,0.28515625,0.66
131,0.972972972972973,0.28125,0.665
132,0.972027972027972,0.271484375,0.67
133,0.9710144927536232,0.26171875,0.675
134,0.9705882352941176,0.2578125,0.685
135,0.9763779527559056,0.2421875,0.69
136,0.9747899159663865,0.2265625,0.695
137,0.9826086956521739,0.220703125,0.7
138,0.9819819819819819,0.212890625,0.705
139,0.9814814814814815,0.20703125,0.71
140,0.9811320754716981,0.203125,0.715
141,0.9902912621359223,0.19921875,0.72
142,0.9897959183673469,0.189453125,0.725
143,0.9891304347826086,0.177734375,0.73
144,0.9885057471264368,0.16796875,0.74
145,0.9880952380952381,0.162109375,0.745
146,0.9878048780487805,0.158203125,0.75
147,0.9873417721518988,0.15234375,0.755
148,0.9864864864864865,0.142578125,0.76
149,0.9863013698630136,0.140625,0.765
150,0.9855072463768116,0.1328125,0.77
151,1.0,0.126953125,0.775
152,1.0,0.119140625,0.785
153,1.0,0.11328125,0.79
154,1.0,0.107421875,0.795
155,1.0,0.1015625,0.8
156,1.0,0.09765625,0.805
157,1.0,0.095703125,0.81
158,1.0,0.087890625,0.82
159,1.0,0.08203125,0.825
160,1.0,0.078125,0.83
161,1.0,0.07421875,0.835
162,1.0,0.0703125,0.845
163,1.0,0.06640625,0.85
164,1.0,0.060546875,0.855
165,1.0,0.052734375,0.86
166,1.0,0.046875,0.865
167,1.0,0.04296875,0.875
168,1.0,0.0390625,0.88
169,1.0,0.037109375,0.89
170,1.0,0.033203125,0.895
171,1.0,0.02734375,0.9
172,1.0,0.025390625,0.905
173,1.0,0.01953125,0.915
174,1.0,0.017578125,0.92
175,1.0,0.013671875,0.935
176,1.0,0.009765625,0.955
177,1.0,0.0078125,0.96
178,1.0,0.005859375,0.965
179,1.0,0.00390625,0.97
180,1.0,0.001953125,0.975
181,1.0,0.0,
