,pr_precision_rf,pr_recall_rf,pr_threshold_rf
0,0.09782193351165457,1.0,0.005
1,0.10619285120532003,0.998046875,0.01
2,0.11505424954792043,0.994140625,0.014729519053814866
3,0.11508026226543071,0.994140625,0.015
4,0.12715463402448163,0.994140625,0.02
5,0.13857064920894707,0.9921875,0.024816368107338116
6,0.13860845839017735,0.9921875,0.025
7,0.14911764705882352,0.990234375,0.03
8,0.15968503937007875,0.990234375,0.035
9,0.171875,0.98828125,0.04
10,0.18264014466546113,0.986328125,0.04348409731288366
11,0.18270622286541244,0.986328125,0.045
12,0.19353597537514428,0.982421875,0.05
13,0.20489795918367346,0.98046875,0.05406914357174553
14,0.20498162515312374,0.98046875,0.055
15,0.21305841924398625,0.96875,0.06
16,0.22267573696145124,0.958984375,0.0637986626255604
17,0.22277676950998185,0.958984375,0.065
18,0.23344449737970463,0.95703125,0.06802578936804055
19,0.23355576739752146,0.95703125,0.07
20,0.24227318045862412,0.94921875,0.0744868002579899
21,0.24239401496259352,0.94921875,0.075
22,0.251303441084463,0.94140625,0.08
23,0.26220515633571034,0.93359375,0.08430316836532802
24,0.2623490669593853,0.93359375,0.085
25,0.2723112128146453,0.9296875,0.09
26,0.28280407429598564,0.921875,0.095
27,0.2925,0.9140625,0.1
28,0.3017521090201168,0.908203125,0.10277226314154021
29,0.30194805194805197,0.908203125,0.105
30,0.3143631436314363,0.90625,0.11
31,0.320449754040759,0.890625,0.115
32,0.3296943231441048,0.884765625,0.12
33,0.33831217326362956,0.884765625,0.125
34,0.3498452012383901,0.8828125,0.13
35,0.3570287539936102,0.873046875,0.135
36,0.3654320987654321,0.8671875,0.14
37,0.3729957805907173,0.86328125,0.145
38,0.38,0.853515625,0.15
39,0.3880463871543265,0.849609375,0.155
40,0.3990783410138249,0.845703125,0.16
41,0.4112595419847328,0.841796875,0.165
42,0.421259842519685,0.8359375,0.17
43,0.43016194331983804,0.830078125,0.175
44,0.4376299376299376,0.822265625,0.18
45,0.45064377682403434,0.8203125,0.185
46,0.46255506607929514,0.8203125,0.19
47,0.47667804323094426,0.818359375,0.195
48,0.48372093023255813,0.8125,0.2
49,0.4887039239001189,0.802734375,0.205
50,0.4981549815498155,0.791015625,0.21
51,0.5050125313283208,0.787109375,0.215
52,0.5141388174807198,0.78125,0.22
53,0.5272244355909694,0.775390625,0.225
54,0.5373134328358209,0.7734375,0.23
55,0.5502793296089385,0.76953125,0.235
56,0.5613275613275613,0.759765625,0.24
57,0.5716395864106352,0.755859375,0.245
58,0.5818181818181818,0.75,0.25
59,0.5893416927899686,0.734375,0.255
60,0.6029411764705882,0.720703125,0.26
61,0.610738255033557,0.7109375,0.265
62,0.6180555555555556,0.6953125,0.27
63,0.6303571428571428,0.689453125,0.275
64,0.6398537477148081,0.68359375,0.28
65,0.6456400742115028,0.6796875,0.285
66,0.6534090909090909,0.673828125,0.29
67,0.6615087040618955,0.66796875,0.295
68,0.6733067729083665,0.66015625,0.3
69,0.6767676767676768,0.654296875,0.305
70,0.6824742268041237,0.646484375,0.31
71,0.6985138004246284,0.642578125,0.315
72,0.7086956521739131,0.63671875,0.32
73,0.7111597374179431,0.634765625,0.325
74,0.7203579418344519,0.62890625,0.33
