,pr_precision_rf,pr_recall_rf,pr_threshold_rf
0,0.09213604462839661,1.0,0.0
1,0.09679863610532298,0.998046875,0.005
2,0.10360908353609083,0.998046875,0.009485082453752259
3,0.10363009531535186,0.998046875,0.01
4,0.11258278145695365,0.99609375,0.015
5,0.12381415713938214,0.994140625,0.019644518733053982
6,0.12384428223844282,0.994140625,0.02
7,0.13498402555910544,0.990234375,0.024265447098396665
8,0.13501997336884156,0.990234375,0.025
9,0.14708442123585727,0.990234375,0.029485082453752257
10,0.14712710388856645,0.990234375,0.03
11,0.15870521684475172,0.986328125,0.035
12,0.1704584040747029,0.98046875,0.03926544709839666
13,0.17051630434782608,0.98046875,0.04
14,0.18053545586107092,0.974609375,0.04234628436398932
15,0.18060079623597539,0.974609375,0.045
16,0.1915057915057915,0.96875,0.049841199383378755
17,0.19157976052529935,0.96875,0.05
18,0.20362737015663643,0.96484375,0.054129601186806243
19,0.20371134020618556,0.96484375,0.055
20,0.21550591327201052,0.9609375,0.05948508245375226
21,0.21569487067075843,0.9609375,0.06
22,0.22605893186003684,0.958984375,0.06486049562594086
23,0.22616305849838783,0.958984375,0.065
24,0.23654871546291809,0.953125,0.06906631868576515
25,0.23666343355965083,0.953125,0.06926544709839666
26,0.23677826297913634,0.953125,0.07
27,0.24708269913749364,0.951171875,0.0737948832244719
28,0.24720812182741117,0.951171875,0.07384506326445224
29,0.2473336719146775,0.951171875,0.075
30,0.2590811965811966,0.947265625,0.08
31,0.27089175546831185,0.943359375,0.085
32,0.281615925058548,0.939453125,0.08948508245375227
33,0.2817809021675454,0.939453125,0.09
34,0.29164124466137886,0.93359375,0.095
35,0.3018389346861129,0.9296875,0.09906631868576515
36,0.3020304568527919,0.9296875,0.1
37,0.3114323258869908,0.92578125,0.10448508245375226
38,0.3116370808678501,0.92578125,0.105
39,0.3186141304347826,0.916015625,0.10878587304350112
40,0.318830727396329,0.916015625,0.10906631868576515
41,0.3183673469387755,0.9140625,0.11
42,0.3286418015482055,0.912109375,0.115
43,0.33671252715423605,0.908203125,0.12
44,0.34710743801652894,0.90234375,0.125
45,0.35411855273287146,0.8984375,0.13
46,0.3645083932853717,0.890625,0.1311073018227888
47,0.3648,0.890625,0.135
48,0.37376237623762376,0.884765625,0.14
49,0.3826530612244898,0.87890625,0.145
50,0.3907745865970409,0.876953125,0.15
51,0.40017905102954343,0.873046875,0.155
52,0.40545454545454546,0.87109375,0.16
53,0.412861136999068,0.865234375,0.165
54,0.41754051477597715,0.85546875,0.17
55,0.42634146341463414,0.853515625,0.17179750105206915
56,0.4267578125,0.853515625,0.175
57,0.4353059177532598,0.84765625,0.18
58,0.4446742502585315,0.83984375,0.1837948832244719
