,pr_precision_rf,pr_recall_rf,pr_threshold_rf
0,0.10532812178564081,1.0,0.01
1,0.11323268206039076,0.99609375,0.014485885524586146
2,0.11325782811459027,0.99609375,0.015
3,0.12345679012345678,0.99609375,0.019485885524586147
4,0.12351658997335917,0.99609375,0.01972901081607967
5,0.12354651162790697,0.99609375,0.02
6,0.13474240422721268,0.99609375,0.025
7,0.14530892448512586,0.9921875,0.02834587468712932
8,0.14535050071530758,0.9921875,0.02972901081607967
9,0.1453921007441328,0.9921875,0.03
10,0.1574217539510381,0.9921875,0.035
11,0.16843501326259946,0.9921875,0.03948588552458615
12,0.16849087893864012,0.9921875,0.04
13,0.17963224893917965,0.9921875,0.04342834763656178
14,0.17969579059073224,0.9921875,0.045
15,0.19335116545662973,0.98828125,0.04764324397722759
16,0.19342507645259938,0.98828125,0.049485885524586146
17,0.19357306809487376,0.98828125,0.05
18,0.20453624949372215,0.986328125,0.05448588552458615
19,0.20461912479740682,0.986328125,0.05464509282187736
20,0.2047020672882043,0.986328125,0.055
21,0.21471343028229256,0.98046875,0.05948588552458615
22,0.2148972602739726,0.98046875,0.06
23,0.22496632240682532,0.978515625,0.0639717710491723
24,0.22506738544474394,0.978515625,0.065
25,0.23380281690140844,0.97265625,0.06948588552458615
26,0.23391263503992485,0.97265625,0.07
27,0.2440828402366864,0.966796875,0.075
28,0.2543859649122807,0.962890625,0.07972901081607967
29,0.25451729478575114,0.962890625,0.08
30,0.26526202052944353,0.958984375,0.085
31,0.2739495798319328,0.955078125,0.08879664991260881
32,0.2741031390134529,0.955078125,0.09
33,0.2830409356725146,0.9453125,0.095
34,0.29570552147239265,0.94140625,0.1
35,0.30720203951561503,0.94140625,0.105
36,0.3187250996015936,0.9375,0.11
37,0.32602739726027397,0.9296875,0.115
38,0.33356990773598294,0.91796875,0.12
39,0.342143906020558,0.91015625,0.125
40,0.34894259818731116,0.90234375,0.13
41,0.3598750975800156,0.900390625,0.135
42,0.37154471544715445,0.892578125,0.14
43,0.383515559293524,0.890625,0.145
44,0.39720034995625547,0.88671875,0.15
45,0.4049135577797998,0.869140625,0.155
46,0.4168241965973535,0.861328125,0.16
47,0.42580019398642094,0.857421875,0.16406763909652916
48,0.4262135922330097,0.857421875,0.165
49,0.43661971830985913,0.84765625,0.17
50,0.44593202883625127,0.845703125,0.175
51,0.45454545454545453,0.83984375,0.18
52,0.4594594594594595,0.830078125,0.185
53,0.47374301675977654,0.828125,0.19
54,0.484393063583815,0.818359375,0.195
55,0.49463647199046484,0.810546875,0.2
56,0.5074074074074074,0.802734375,0.205
57,0.5217391304347826,0.796875,0.21
58,0.531496062992126,0.791015625,0.21448588552458617
59,0.5308804204993429,0.7890625,0.215
60,0.5468113975576662,0.787109375,0.22
61,0.5592747559274756,0.783203125,0.225
62,0.5683760683760684,0.779296875,0.22921489634066583
63,0.5691868758915835,0.779296875,0.23
64,0.5730994152046783,0.765625,0.235
65,0.5882352941176471,0.76171875,0.24
66,0.5978428351309707,0.7578125,0.245
67,0.6091772151898734,0.751953125,0.24964509282187733
68,0.6085578446909667,0.75,0.25
69,0.6195121951219512,0.744140625,0.255
70,0.6360601001669449,0.744140625,0.26
