,pr_precision_rf,pr_recall_rf,pr_threshold_rf
0,0.12896725440806045,1.0,0.02
1,0.14103982300884957,0.99609375,0.025
2,0.15170556552962297,0.990234375,0.029484749017506254
3,0.1517509727626459,0.990234375,0.03
4,0.16245136186770429,0.978515625,0.034484749017506255
5,0.16250405449237756,0.978515625,0.03472837922145186
6,0.16255678131083712,0.978515625,0.035
7,0.17456445993031358,0.978515625,0.03948474901750625
8,0.17468619246861924,0.978515625,0.04
9,0.18588058580548253,0.966796875,0.04448474901750625
10,0.1859504132231405,0.966796875,0.045
11,0.19687249398556536,0.958984375,0.04572315445756074
12,0.19695146409947853,0.958984375,0.04930032901143218
13,0.19703049759229535,0.958984375,0.049484749017506255
14,0.19710959454034524,0.958984375,0.05
15,0.2068527918781726,0.955078125,0.055
16,0.22051513782196114,0.953125,0.06
17,0.23220258002866698,0.94921875,0.065
18,0.24174174174174173,0.943359375,0.06912902936929487
19,0.24186279419128692,0.943359375,0.07
20,0.253550762756444,0.94140625,0.075
21,0.26578073089701,0.9375,0.07617348884931197
22,0.2659279778393352,0.9375,0.08
23,0.2740911713791114,0.927734375,0.085
24,0.28468468468468466,0.92578125,0.08972837922145185
25,0.2848557692307692,0.92578125,0.09
26,0.2930927193528314,0.919921875,0.095
27,0.301413881748072,0.916015625,0.09906577056215714
28,0.3016077170418006,0.916015625,0.1
29,0.3132932531730127,0.916015625,0.10464428035178862
30,0.3135026737967914,0.916015625,0.105
31,0.3263598326359833,0.9140625,0.11
32,0.3364620938628159,0.91015625,0.115
33,0.34756554307116105,0.90625,0.12
34,0.3578621223857475,0.90234375,0.12448474901750625
35,0.3581395348837209,0.90234375,0.125
36,0.36698717948717946,0.89453125,0.13
37,0.37285363859362225,0.890625,0.135
38,0.38416175231676497,0.890625,0.14
39,0.3956331877729258,0.884765625,0.145
40,0.4045045045045045,0.876953125,0.15
41,0.4163568773234201,0.875,0.155
42,0.42267050912584053,0.859375,0.16
43,0.4271653543307087,0.84765625,0.165
44,0.43509127789046653,0.837890625,0.17
45,0.4474789915966387,0.83203125,0.175
46,0.4603691639522258,0.828125,0.18
47,0.4682981090100111,0.822265625,0.185
48,0.48267898383371827,0.81640625,0.19
49,0.49108204518430437,0.806640625,0.195
50,0.5006119951040392,0.798828125,0.19855051957966338
51,0.5,0.796875,0.2
52,0.5081555834378921,0.791015625,0.205
53,0.517948717948718,0.7890625,0.21
54,0.5291005291005291,0.78125,0.215
55,0.5428571428571428,0.779296875,0.22
56,0.5558659217877095,0.77734375,0.225
57,0.5660919540229885,0.76953125,0.23
58,0.5771513353115727,0.759765625,0.235
59,0.586890243902439,0.751953125,0.24
60,0.5993740219092332,0.748046875,0.245
61,0.6121794871794872,0.74609375,0.25
62,0.6198347107438017,0.732421875,0.255
63,0.6317567567567568,0.73046875,0.26
64,0.6374570446735395,0.724609375,0.265
65,0.653169014084507,0.724609375,0.27
66,0.6612903225806451,0.720703125,0.275
67,0.6679035250463822,0.703125,0.28
68,0.6698473282442748,0.685546875,0.285
69,0.6737864077669903,0.677734375,0.29
70,0.6803921568627451,0.677734375,0.295
71,0.688,0.671875,0.3
72,0.7008196721311475,0.66796875,0.305
73,0.7045454545454546,0.666015625,0.31
74,0.7092050209205021,0.662109375,0.315
